#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz
0.201,-11313.3,-4.30885E-016,-24442.8,-6.7402E-036,-2.96569E-015,-1.15928E-032,-106.358,9.81998E-016,64.9251,
0.202,-11214.7,-4.07252E-016,-24635.5,4.40346E-035,-2.96569E-015,-5.82388E-032,-106.502,9.81993E-016,64.7237,
0.203,-11115.6,-3.836E-016,-24827.2,5.98794E-035,-2.96569E-015,-2.68959E-032,-106.641,9.81989E-016,64.523,
0.204,-11016,-3.59933E-016,-25018.1,8.44325E-035,-2.96569E-015,-2.70267E-032,-106.777,9.81985E-016,64.3232,
0.205,-10915.9,-3.36256E-016,-25208,2.73986E-036,-2.96569E-015,-4.24405E-033,-106.909,9.81983E-016,64.1242,
0.206,-10815.4,-3.12573E-016,-25397,2.50623E-035,-2.96569E-015,-2.68537E-032,-107.037,9.81981E-016,63.926,
0.207,-10714.4,-2.88888E-016,-25585.1,-3.99018E-036,-2.96569E-015,-1.25136E-032,-107.161,9.8198E-016,63.7287,
0.208,-10613.1,-2.65205E-016,-25772.3,3.5016E-035,-2.96569E-015,-3.06838E-032,-107.281,9.8198E-016,63.5324,
0.209,-10511.3,-2.41528E-016,-25958.6,-1.71522E-035,-2.96569E-015,-4.08808E-033,-107.398,9.8198E-016,63.3369,
0.21,-10409.3,-2.1786E-016,-26144,1.57837E-036,-1.30095E-019,-2.1864E-033,-107.51,9.81982E-016,63.1424,
0.211,-10306.8,-1.94206E-016,-26328.5,6.53874E-036,-2.96569E-015,-4.36666E-033,-107.619,9.81984E-016,62.9488,
0.212,-10204.1,-1.70569E-016,-26512.1,9.23454E-036,-2.96569E-015,-4.36913E-033,-107.724,9.81987E-016,62.7562,
0.213,-10101.1,-1.46952E-016,-26694.8,-2.38425E-036,-1.30095E-019,5.9502E-033,-107.826,9.8199E-016,62.5646,
0.214,-9997.88,-1.2336E-016,-26876.7,3.72489E-036,-2.96569E-015,-8.2968E-033,-107.924,9.81995E-016,62.374,
0.215,-9894.38,-9.97946E-017,-27057.7,4.16674E-036,-1.48291E-015,6.58538E-033,-108.018,9.82E-016,62.1844,
0.216,-9790.67,-7.62604E-017,-27237.8,6.51663E-036,-1.48291E-015,-2.13051E-032,-108.109,9.82006E-016,61.9959,
0.217,-9686.76,-5.27603E-017,-27417.1,7.46334E-036,-1.48291E-015,-1.45921E-032,-108.197,9.82012E-016,61.8084,
0.218,-9582.69,-2.92974E-017,-27595.5,1.01425E-036,-1.48291E-015,-2.50821E-032,-108.281,9.82019E-016,61.622,
0.219,-9478.46,-5.87475E-018,-27773.1,2.86856E-036,-1.30095E-019,2.46025E-032,-108.362,9.82027E-016,61.4366,
0.22,-9374.11,1.75046E-017,-27949.9,6.84727E-036,-1.30095E-019,2.82424E-032,-108.439,9.82035E-016,61.2524,
0.221,-9269.64,4.08376E-017,-28125.8,1.2057E-035,-1.30095E-019,1.70462E-032,-108.513,9.82045E-016,61.0692,
0.222,-9165.09,6.41216E-017,-28301,-9.71907E-037,-1.48291E-015,1.38232E-033,-108.584,9.82054E-016,60.8872,
0.223,-9060.47,8.73538E-017,-28475.3,6.66336E-036,-1.30095E-019,1.44081E-032,-108.652,9.82065E-016,60.7062,
0.224,-8955.8,1.10531E-016,-28648.8,4.36147E-036,-2.96569E-015,3.19363E-033,-108.716,9.82076E-016,60.5264,
0.225,-8851.1,1.33652E-016,-28821.5,-5.94235E-036,-1.48291E-015,-1.16526E-032,-108.778,9.82087E-016,60.3478,
0.226,-8746.39,1.56713E-016,-28993.5,8.81237E-036,-1.48291E-015,-3.79069E-033,-108.836,9.82099E-016,60.1703,
0.227,-8641.69,1.79711E-016,-29164.6,-2.67151E-035,-1.48291E-015,-2.7551E-032,-108.892,9.82112E-016,59.9939,
0.228,-8537.02,2.02645E-016,-29335,8.44979E-036,-1.30095E-019,9.05607E-033,-108.944,9.82126E-016,59.8187,
0.229,-8432.4,2.25513E-016,-29504.7,-2.13547E-035,-1.48291E-015,-1.7413E-032,-108.993,9.82139E-016,59.6447,
0.23,-8327.84,2.48311E-016,-29673.5,-1.42029E-035,-1.48291E-015,-1.74139E-032,-109.04,9.82154E-016,59.4718,
0.231,-8223.37,2.71038E-016,-29841.7,-1.90135E-035,-1.48291E-015,-5.34737E-033,-109.083,9.82169E-016,59.3002,
0.232,-8119,2.93692E-016,-30009.1,1.01259E-035,-1.48291E-015,-3.48987E-033,-109.124,9.82184E-016,59.1297,
0.233,-8014.75,3.1627E-016,-30175.8,-2.81477E-035,-1.48291E-015,-1.52765E-032,-109.162,9.822E-016,58.9604,
0.234,-7910.63,3.38771E-016,-30341.7,3.48754E-035,-1.30095E-019,2.10606E-032,-109.197,9.82217E-016,58.7923,
0.235,-7806.67,3.61194E-016,-30507,-7.58667E-036,-1.48291E-015,-2.70046E-033,-109.23,9.82234E-016,58.6253,
0.236,-7702.88,3.83535E-016,-30671.5,-6.95126E-036,-1.48291E-015,-3.76672E-033,-109.259,9.82251E-016,58.4596,
0.237,-7599.28,4.05794E-016,-30835.4,8.63737E-036,-1.48291E-015,2.24009E-033,-109.286,9.82269E-016,58.2951,
0.238,-7495.89,4.27969E-016,-30998.6,-3.80188E-036,-1.48291E-015,5.06621E-033,-109.311,9.82288E-016,58.1318,
0.239,-7392.71,4.50058E-016,-31161.1,-2.20574E-035,-1.48291E-015,-7.93211E-033,-109.333,9.82307E-016,57.9697,
0.24,-7289.77,4.7206E-016,-31322.9,-1.53223E-035,-1.48291E-015,-1.1362E-032,-109.352,9.82326E-016,57.8087,
0.241,-7187.08,4.93973E-016,-31484.1,4.93779E-036,-7.41521E-016,-7.00913E-034,-109.369,9.82346E-016,57.649,
0.242,-7084.66,5.15796E-016,-31644.6,-1.56876E-035,-7.41521E-016,-1.02457E-032,-109.383,9.82366E-016,57.4905,
0.243,-6982.53,5.37528E-016,-31804.5,-7.78233E-036,-7.41521E-016,-2.21736E-033,-109.395,9.82386E-016,57.3332,
0.244,-6880.69,5.59168E-016,-31963.8,-2.54565E-036,-7.41521E-016,4.81104E-034,-109.404,9.82407E-016,57.1772,
0.245,-6779.17,5.80714E-016,-32122.4,6.33247E-036,-7.41521E-016,-2.53834E-033,-109.411,9.82429E-016,57.0223,
0.246,-6677.97,6.02166E-016,-32280.5,-5.51008E-036,-7.41521E-016,1.8323E-033,-109.416,9.8245E-016,56.8686,
0.247,-6577.12,6.23521E-016,-32437.9,3.114E-035,-1.30095E-019,3.33999E-033,-109.418,9.82473E-016,56.7161,
0.248,-6476.63,6.44781E-016,-32594.8,3.61052E-035,-1.30095E-019,5.25297E-033,-109.418,9.82495E-016,56.5648,
0.249,-6376.51,6.65943E-016,-32751,-2.33574E-035,-7.41521E-016,-6.94825E-033,-109.416,9.82518E-016,56.4147,
0.25,-6276.77,6.87007E-016,-32906.7,6.28511E-036,-7.41521E-016,1.26703E-033,-109.411,9.82541E-016,56.2659,
0.251,-6177.43,7.07972E-016,-33061.8,-2.94985E-035,-7.41521E-016,-1.90205E-033,-109.404,9.82565E-016,56.1182,
0.252,-6078.51,7.28837E-016,-33216.4,-4.69225E-036,-7.41521E-016,-3.04586E-034,-109.395,9.82588E-016,55.9717,
0.253,-5980.01,7.49603E-016,-33370.4,-1.22425E-035,-7.41521E-016,-7.18794E-034,-109.384,9.82613E-016,55.8263,
0.254,-5881.96,7.70267E-016,-33523.9,2.53005E-035,-1.30095E-019,7.2124E-034,-109.371,9.82637E-016,55.6822,
0.255,-5784.35,7.90831E-016,-33676.8,1.38357E-035,-1.30095E-019,1.5939E-033,-109.356,9.82662E-016,55.5393,
0.256,-5687.22,8.11293E-016,-33829.3,-2.51119E-035,-7.41521E-016,-9.58634E-035,-109.338,9.82687E-016,55.3975,
0.257,-5590.56,8.31653E-016,-33981.2,-2.25876E-035,-7.41521E-016,2.85393E-034,-109.319,9.82712E-016,55.2569,
0.258,-5494.39,8.51911E-016,-34132.6,-5.93119E-036,-7.41521E-016,1.14475E-034,-109.297,9.82738E-016,55.1174,
0.259,-5398.73,8.72067E-016,-34283.5,3.55284E-036,-7.41521E-016,4.45693E-035,-109.274,9.82764E-016,54.9792,
0.26,-5303.58,8.92121E-016,-34434,-2.94253E-036,-7.41521E-016,7.28254E-034,-109.248,9.8279E-016,54.8421,
0.261,-5208.97,9.12072E-016,-34583.9,2.61066E-037,-1.30095E-019,-7.21891E-035,-109.221,9.82816E-016,54.7061,
0.262,-5114.89,9.3192E-016,-34733.4,5.2243E-037,-1.30095E-019,-7.21872E-035,-109.191,9.82843E-016,54.5713,
0.263,-5021.36,9.51666E-016,-34882.4,-9.29134E-036,-3.70826E-016,2.50003E-033,-109.16,9.8287E-016,54.4376,
0.264,-4928.4,9.71309E-016,-35031,-3.41152E-036,-1.30095E-019,-9.92595E-034,-109.127,9.82897E-016,54.3051,
0.265,-4836.02,9.9085E-016,-35179.2,1.99175E-036,-1.30095E-019,4.29253E-034,-109.092,9.82924E-016,54.1737,
0.266,-4744.22,1.01029E-015,-35326.9,6.54191E-037,-1.30095E-019,4.29257E-034,-109.055,9.82951E-016,54.0434,
0.267,-4653.01,1.02963E-015,-35474.1,-6.65534E-037,-1.30095E-019,4.29257E-034,-109.016,9.82979E-016,53.9142,
0.268,-4562.42,1.04886E-015,-35621,-6.9914E-036,-3.70826E-016,5.57369E-033,-108.976,9.83007E-016,53.7862,
0.269,-4472.45,1.068E-015,-35767.5,6.97618E-037,-3.70826E-016,1.05643E-033,-108.934,9.83035E-016,53.6592,
0.27,-4383.11,1.08703E-015,-35913.5,-6.22684E-036,-3.70826E-016,6.66058E-033,-108.89,9.83063E-016,53.5334,
0.271,-4294.41,1.10597E-015,-36059.2,-5.92871E-037,-1.30095E-019,-3.62847E-033,-108.844,9.83091E-016,53.4086,
0.272,-4206.36,1.1248E-015,-36204.5,8.23304E-038,-1.30095E-019,-3.62844E-033,-108.797,9.8312E-016,53.2849,
0.273,-4118.97,1.14354E-015,-36349.4,3.38655E-037,-1.30095E-019,-3.62842E-033,-108.748,9.83148E-016,53.1623,
0.274,-4032.26,1.16217E-015,-36493.9,4.14088E-037,-1.30095E-019,-3.62841E-033,-108.698,9.83177E-016,53.0408,
0.275,-3946.23,1.18071E-015,-36638.1,3.45148E-037,-1.30095E-019,-3.62839E-033,-108.645,9.83206E-016,52.9203,
0.276,-3860.89,1.19916E-015,-36781.9,1.32586E-037,-1.30095E-019,-3.62838E-033,-108.591,9.83235E-016,52.8009,
0.277,-3776.25,1.21751E-015,-36925.4,9.11399E-038,-3.70826E-016,6.6605E-033,-108.536,9.83264E-016,52.6826,
0.278,-3692.33,1.23576E-015,-37068.6,8.07677E-037,-3.70826E-016,6.66046E-033,-108.479,9.83294E-016,52.5653,
0.279,-3609.13,1.25392E-015,-37211.4,1.53852E-036,-3.70826E-016,6.17677E-033,-108.421,9.83323E-016,52.449,
0.28,-3526.66,1.27198E-015,-37353.9,1.93492E-036,-3.70826E-016,5.60431E-033,-108.36,9.83352E-016,52.3337,
0.281,-3444.94,1.28995E-015,-37496.1,2.71242E-037,-1.30095E-019,5.00265E-033,-108.299,9.83382E-016,52.2194,
0.282,-3363.96,1.30784E-015,-37638,2.85082E-036,-1.85478E-016,1.46729E-032,-108.236,9.83412E-016,52.1062,
0.283,-3283.74,1.32563E-015,-37779.6,-4.71723E-036,-1.30095E-019,-1.67784E-032,-108.171,9.83441E-016,51.9939,
0.284,-3204.3,1.34333E-015,-37920.9,6.63844E-036,-1.85478E-016,1.34719E-032,-108.105,9.83471E-016,51.8827,
0.285,-3125.63,1.36095E-015,-38061.9,-2.39823E-036,-3.70826E-016,1.62061E-033,-108.038,9.83501E-016,51.7724,
0.286,-3047.75,1.37848E-015,-38202.6,7.05529E-037,-3.70826E-016,9.55246E-033,-107.969,9.83531E-016,51.6631,
0.287,-2970.66,1.39593E-015,-38343.1,1.64967E-036,-3.70826E-016,-1.25851E-033,-107.899,9.83561E-016,51.5548,
0.288,-2894.38,1.41329E-015,-38483.3,-2.01819E-036,-3.70826E-016,8.56342E-033,-107.827,9.8359E-016,51.4474,
0.289,-2818.91,1.43057E-015,-38623.3,7.34799E-036,-1.85478E-016,2.40254E-032,-107.754,9.8362E-016,51.341,
0.29,-2744.27,1.44777E-015,-38763,-1.18684E-036,-1.85478E-016,-7.1614E-033,-107.68,9.8365E-016,51.2355,
0.291,-2670.45,1.46489E-015,-38902.5,-1.71274E-037,-1.30095E-019,6.91801E-033,-107.604,9.8368E-016,51.1309,
0.292,-2597.48,1.48193E-015,-39041.7,-1.14177E-035,-1.30095E-019,-2.40752E-032,-107.527,9.8371E-016,51.0272,
0.293,-2525.35,1.4989E-015,-39180.7,-3.14695E-037,-1.85478E-016,6.77962E-033,-107.449,9.83741E-016,50.9245,
0.294,-2454.07,1.51579E-015,-39319.5,3.23054E-036,-1.85478E-016,-3.39491E-033,-107.369,9.83771E-016,50.8227,
0.295,-2383.66,1.53261E-015,-39458.1,1.02316E-035,-1.85478E-016,2.86851E-032,-107.288,9.83801E-016,50.7217,
0.296,-2314.13,1.54936E-015,-39596.4,1.10782E-035,-1.85478E-016,1.87977E-032,-107.206,9.83831E-016,50.6217,
0.297,-2245.47,1.56605E-015,-39734.6,2.02554E-036,-1.30095E-019,3.37292E-033,-107.123,9.83861E-016,50.5225,
0.298,-2177.7,1.58266E-015,-39872.6,-4.23346E-036,-1.30095E-019,3.37291E-033,-107.038,9.8389E-016,50.4242,
0.299,-2110.82,1.59921E-015,-40010.4,-4.39733E-037,-1.30095E-019,3.3729E-033,-106.952,9.8392E-016,50.3267,
0.3,-2044.85,1.61569E-015,-40148,3.4722E-036,-9.2804E-017,3.37289E-033,-106.865,9.8395E-016,50.2301,
0.301,-1979.79,1.63212E-015,-40285.4,-2.58457E-036,-1.30095E-019,3.37287E-033,-106.777,9.8398E-016,50.1343,
0.302,-1915.65,1.64848E-015,-40422.6,3.41155E-036,-9.2804E-017,-9.16816E-033,-106.688,9.8401E-016,50.0393,
0.303,-1852.44,1.66479E-015,-40559.7,-1.2156E-036,-1.30095E-019,-5.62766E-033,-106.597,9.8404E-016,49.9452,
0.304,-1790.15,1.68104E-015,-40696.6,1.12223E-035,-9.2804E-017,2.39489E-032,-106.505,9.84069E-016,49.8519,
0.305,-1728.81,1.69724E-015,-40833.4,1.04688E-036,-9.2804E-017,-7.72109E-033,-106.413,9.84099E-016,49.7594,
0.306,-1668.42,1.71339E-015,-40970,3.35605E-036,-9.2804E-017,1.28566E-032,-106.319,9.84128E-016,49.6676,
0.307,-1608.99,1.72949E-015,-41106.5,-1.11441E-036,-9.2804E-017,2.74892E-033,-106.224,9.84158E-016,49.5766,
0.308,-1550.51,1.74554E-015,-41242.9,-1.85342E-036,-9.2804E-017,-6.86101E-033,-106.128,9.84187E-016,49.4865,
0.309,-1493.01,1.76154E-015,-41379.1,2.98893E-037,-1.30095E-019,-4.66824E-033,-106.03,9.84216E-016,49.397,
0.31,-1436.48,1.77751E-015,-41515.2,2.72004E-036,-4.6467E-017,2.7884E-032,-105.932,9.84246E-016,49.3083,
0.311,-1380.94,1.79343E-015,-41651.1,-2.58976E-036,-4.6467E-017,-7.88223E-034,-105.833,9.84275E-016,49.2204,
0.312,-1326.39,1.80932E-015,-41787,-4.35946E-036,-1.30095E-019,-4.03284E-032,-105.732,9.84304E-016,49.1332,
0.313,-1272.84,1.82517E-015,-41922.7,-3.40081E-036,-1.30095E-019,-3.18257E-032,-105.631,9.84333E-016,49.0467,
0.314,-1220.3,1.84099E-015,-42058.3,-3.52549E-036,-1.30095E-019,-5.11382E-032,-105.529,9.84361E-016,48.9609,
0.315,-1168.76,1.85678E-015,-42193.8,5.99939E-036,-4.6467E-017,1.77187E-032,-105.425,9.8439E-016,48.8758,
0.316,-1118.25,1.87254E-015,-42329.2,-2.04687E-037,-4.6467E-017,1.22224E-032,-105.321,9.84418E-016,48.7914,
0.317,-1068.76,1.88828E-015,-42464.6,-7.83301E-037,-4.6467E-017,-2.59792E-033,-105.215,9.84447E-016,48.7077,
0.318,-1020.31,1.90399E-015,-42599.8,9.26979E-038,-4.6467E-017,-7.03028E-033,-105.109,9.84475E-016,48.6247,
0.319,-972.89,1.91969E-015,-42734.9,1.38312E-036,-4.6467E-017,5.52125E-032,-105.001,9.84503E-016,48.5423,
0.32,-926.519,1.93536E-015,-42870,-3.93656E-037,-4.6467E-017,1.07025E-032,-104.893,9.84531E-016,48.4606,
0.321,-881.201,1.95102E-015,-43005,1.07468E-036,-2.32986E-017,3.15343E-032,-104.784,9.84559E-016,48.3795,
0.322,-836.941,1.96667E-015,-43139.9,7.66245E-037,-2.32986E-017,5.22481E-032,-104.674,9.84586E-016,48.2991,
0.323,-793.747,1.98231E-015,-43274.7,-1.33831E-038,-2.32986E-017,-7.74919E-033,-104.563,9.84614E-016,48.2193,
0.324,-751.625,1.99794E-015,-43409.5,-4.07509E-037,-2.32986E-017,5.39037E-032,-104.45,9.84641E-016,48.1401,
0.325,-710.58,2.01357E-015,-43544.2,-1.60766E-036,-2.32986E-017,2.26411E-032,-104.338,9.84668E-016,48.0615,
0.326,-670.621,2.02919E-015,-43678.9,-4.95441E-037,-1.30095E-019,-1.85144E-032,-104.224,9.84695E-016,47.9834,
0.327,-631.752,2.04482E-015,-43813.4,-7.84786E-037,-1.30095E-019,-1.85144E-032,-104.109,9.84722E-016,47.906,
0.328,-593.981,2.06045E-015,-43948,-2.95278E-036,-2.32986E-017,2.31821E-032,-103.993,9.84749E-016,47.8292,
0.329,-557.313,2.07609E-015,-44082.5,-3.47631E-036,-1.17143E-017,2.31821E-032,-103.877,9.84775E-016,47.7529,
0.33,-521.755,2.09174E-015,-44216.9,-1.69666E-036,-1.17143E-017,-1.68597E-032,-103.76,9.84802E-016,47.6771,
0.331,-487.312,2.1074E-015,-44351.3,4.73977E-037,-1.30095E-019,-6.88997E-033,-103.641,9.84828E-016,47.602,
0.332,-453.992,2.12308E-015,-44485.7,-2.81648E-036,-1.17143E-017,-5.19639E-033,-103.522,9.84854E-016,47.5273,
0.333,-421.8,2.13878E-015,-44620,8.1972E-036,-1.30095E-019,-4.43662E-032,-103.402,9.84879E-016,47.4532,
0.334,-390.741,2.15449E-015,-44754.3,8.55103E-036,-1.30095E-019,-3.44707E-032,-103.282,9.84905E-016,47.3795,
0.335,-360.823,2.17024E-015,-44888.5,-4.7842E-036,-1.17143E-017,2.12846E-032,-103.16,9.8493E-016,47.3064,
0.336,-332.051,2.18601E-015,-45022.8,8.08181E-036,-1.30095E-019,-5.8156E-032,-103.038,9.84955E-016,47.2338,
0.337,-304.432,2.20181E-015,-45157,-9.33522E-036,-5.92221E-018,2.73247E-032,-102.915,9.8498E-016,47.1617,
0.338,-277.97,2.21764E-015,-45291.1,-1.92657E-036,-1.17143E-017,-1.03626E-032,-102.791,9.85004E-016,47.09,
0.339,-252.672,2.23351E-015,-45425.3,2.37443E-036,-5.92221E-018,-5.30233E-034,-102.666,9.85029E-016,47.0188,
0.34,-228.545,2.24942E-015,-45559.4,-2.6272E-036,-5.92221E-018,9.2981E-033,-102.541,9.85053E-016,46.9481,
0.341,-205.593,2.26538E-015,-45693.5,1.03518E-036,-5.92221E-018,1.91245E-032,-102.414,9.85077E-016,46.8778,
0.342,-183.822,2.28138E-015,-45827.6,3.41205E-036,-5.92221E-018,-1.22023E-032,-102.288,9.85101E-016,46.808,
0.343,-163.239,2.29743E-015,-45961.7,1.6144E-035,-1.30095E-019,-4.84418E-032,-102.16,9.85124E-016,46.7386,
0.344,-143.849,2.31353E-015,-46095.8,2.23081E-035,-1.30095E-019,-3.93578E-032,-102.031,9.85147E-016,46.6696,
0.345,-125.658,2.32968E-015,-46229.8,2.25332E-035,-1.30095E-019,-3.86765E-032,-101.902,9.8517E-016,46.601,
0.346,-108.671,2.3459E-015,-46363.9,7.87126E-037,-3.02615E-018,3.46521E-033,-101.772,9.85193E-016,46.5328,
0.347,-92.8947,2.36218E-015,-46497.9,8.21488E-037,-3.02615E-018,8.40376E-033,-101.641,9.85216E-016,46.465,
0.348,-78.3343,2.37852E-015,-46631.9,-2.53244E-035,-3.02615E-018,5.11541E-032,-101.51,9.85238E-016,46.3976,
0.349,-64.9954,2.39493E-015,-46766,-3.77086E-036,-1.57812E-018,1.49554E-032,-101.378,9.8526E-016,46.3305,
0.35,-52.8836,2.41141E-015,-46900,2.44361E-036,-3.02615E-018,1.99248E-032,-101.245,9.85282E-016,46.2638,
0.351,-42.0046,2.42797E-015,-47034,4.99104E-036,-3.02615E-018,-1.62484E-032,-101.112,9.85303E-016,46.1975,
0.352,-32.3638,2.44461E-015,-47168,-2.38731E-035,-1.57812E-018,2.99025E-032,-100.977,9.85325E-016,46.1315,
0.353,-23.9669,2.46133E-015,-47302,-5.51555E-036,-1.57812E-018,-6.24211E-033,-100.843,9.85346E-016,46.0658,
0.354,-16.8193,2.47813E-015,-47436,-1.93803E-035,-1.57812E-018,3.74282E-032,-100.707,9.85366E-016,46.0005,
0.355,-10.9265,2.49502E-015,-47570,2.43141E-035,-1.30095E-019,-8.35166E-032,-100.571,9.85387E-016,45.9354,
0.356,-6.29402,2.512E-015,-47704,1.77255E-035,-1.30095E-019,-8.14588E-032,-100.434,9.85407E-016,45.8707,
0.357,-2.92725,2.52907E-015,-47838,1.53978E-035,-1.30095E-019,-8.01891E-032,-100.296,9.85427E-016,45.8063,
0.358,-0.831624,2.54625E-015,-47972,-7.4408E-037,-1.57812E-018,3.04477E-033,-100.158,9.85446E-016,45.7421,
0.359,-0.0125315,2.56352E-015,-48106,-1.9264E-036,-1.57812E-018,3.40239E-033,-100.019,9.85466E-016,45.6783,
0.36,-0.475345,2.5809E-015,-48240,-1.68887E-035,-1.57812E-018,4.45994E-032,-99.88,9.85485E-016,45.6147,
0.361,-2.22541,2.59839E-015,-48374,-6.54536E-038,-1.57812E-018,5.46547E-034,-99.7399,9.85504E-016,45.5513,
0.362,-5.26806,2.61599E-015,-48508,-7.89976E-036,-1.30095E-019,-1.05776E-034,-99.5992,9.85522E-016,45.4882,
0.363,-9.6086,2.6337E-015,-48642,-8.83871E-036,-1.30095E-019,4.60088E-034,-99.4579,9.8554E-016,45.4254,
0.364,-15.2523,2.65153E-015,-48776,-5.45558E-036,-1.30095E-019,1.57049E-033,-99.3159,9.85558E-016,45.3628,
0.365,-22.2045,2.66949E-015,-48910,-2.69773E-035,-1.57812E-018,4.30556E-032,-99.1734,9.85576E-016,45.3004,
0.366,-30.4703,2.68756E-015,-49044,1.64845E-036,-1.57812E-018,1.90099E-033,-99.0302,9.85593E-016,45.2382,
0.367,-40.055,2.70577E-015,-49178,-5.10394E-037,-1.30095E-019,-2.16878E-033,-98.8865,9.8561E-016,45.1762,
0.368,-50.9638,2.72411E-015,-49312,-1.59095E-035,-1.57812E-018,4.09062E-032,-98.7421,9.85627E-016,45.1144,
0.369,-63.2018,2.74258E-015,-49446,-2.56239E-035,-1.57812E-018,4.0907E-032,-98.5972,9.85644E-016,45.0528,
0.37,-76.7743,2.76119E-015,-49579.9,6.1187E-036,-1.30095E-019,-2.48445E-034,-98.4517,9.8566E-016,44.9913,
0.371,-91.6862,2.77994E-015,-49713.9,6.04516E-036,-1.57812E-018,-2.48447E-034,-98.3057,9.85676E-016,44.9301,
0.372,-107.943,2.79884E-015,-49847.9,-1.91753E-036,-1.30095E-019,-5.78481E-033,-98.159,9.85691E-016,44.8689,
0.373,-125.549,2.81788E-015,-49981.8,-3.31483E-036,-1.30095E-019,-5.78481E-033,-98.0118,9.85706E-016,44.808,
0.374,-144.51,2.83708E-015,-50115.8,4.58302E-036,-1.30095E-019,-5.78481E-033,-97.8641,9.85721E-016,44.7472,
0.375,-164.831,2.85643E-015,-50249.7,2.28806E-036,-1.30095E-019,-5.78481E-033,-97.7158,9.85736E-016,44.6865,
0.376,-186.517,2.87594E-015,-50383.7,-1.44447E-035,-8.5411E-019,7.97143E-032,-97.5669,9.8575E-016,44.6259,
0.377,-209.573,2.89561E-015,-50517.6,1.68582E-036,-1.30095E-019,-2.59662E-033,-97.4175,9.85764E-016,44.5654,
0.378,-234.004,2.91545E-015,-50651.5,4.61842E-037,-1.30095E-019,-2.59662E-033,-97.2676,9.85778E-016,44.5051,
0.379,-259.814,2.93546E-015,-50785.3,-8.2623E-037,-1.30095E-019,-2.59662E-033,-97.1171,9.85792E-016,44.4448,
0.38,-287.009,2.95563E-015,-50919.2,-3.12475E-036,5.65754E-021,-2.59845E-033,-96.9662,9.85805E-016,44.3847,
0.381,-315.594,2.97599E-015,-51053,1.13217E-036,5.65754E-021,-2.59845E-033,-96.8147,9.85818E-016,44.3246,
0.382,-345.573,2.99652E-015,-51186.8,-2.43677E-036,3.67665E-019,-2.60034E-033,-96.6626,9.8583E-016,44.2645,
0.383,-376.952,3.01723E-015,-51320.6,1.40169E-036,3.67665E-019,-2.60417E-033,-96.5101,9.85842E-016,44.2046,
0.384,-409.735,3.03813E-015,-51454.4,-3.30671E-037,1.81569E-018,-2.60805E-033,-96.3571,9.85854E-016,44.1447,
0.385,-443.927,3.05922E-015,-51588.1,-2.24097E-037,3.67665E-019,-1.48396E-032,-96.2036,9.85866E-016,44.0848,
0.386,-479.533,3.0805E-015,-51721.8,2.66324E-037,3.67665E-019,-2.7174E-032,-96.0495,9.85877E-016,44.025,
0.387,-516.558,3.10197E-015,-51855.4,2.49674E-036,3.67665E-019,-3.96131E-032,-95.895,9.85888E-016,43.9651,
0.388,-555.005,3.12364E-015,-51989,-1.74014E-036,3.67665E-019,-3.96172E-032,-95.74,9.85898E-016,43.9054,
0.389,-594.881,3.14552E-015,-52122.6,5.66143E-037,3.26372E-018,-3.96172E-032,-95.5845,9.85908E-016,43.8456,
0.39,-636.19,3.1676E-015,-52256.1,-1.35178E-036,3.26372E-018,2.99258E-032,-95.4286,9.85918E-016,43.7858,
0.391,-678.936,3.18989E-015,-52389.6,-4.39058E-036,-2.52839E-018,1.70504E-032,-95.2721,9.85928E-016,43.726,
0.392,-723.125,3.21239E-015,-52523,9.38928E-036,-2.52839E-018,1.70504E-032,-95.1152,9.85937E-016,43.6662,
0.393,-768.76,3.2351E-015,-52656.4,3.47218E-036,-2.52839E-018,1.70503E-032,-94.9579,9.85946E-016,43.6064,
0.394,-815.846,3.25803E-015,-52789.7,-2.04797E-036,-2.52839E-018,1.70503E-032,-94.8001,9.85955E-016,43.5465,
0.395,-864.388,3.28118E-015,-52922.9,-7.17269E-036,-2.52839E-018,1.70503E-032,-94.6418,9.85963E-016,43.4866,
0.396,-914.391,3.30456E-015,-53056.1,8.19196E-036,-2.52839E-018,1.70503E-032,-94.4831,9.85971E-016,43.4266,
0.397,-965.858,3.32817E-015,-53189.2,-1.62418E-035,-2.52839E-018,1.70503E-032,-94.3239,9.85979E-016,43.3666,
0.398,-1018.8,3.352E-015,-53322.3,-9.38116E-038,-2.52839E-018,1.70503E-032,-94.1643,9.85986E-016,43.3066,
0.399,-1073.21,3.37607E-015,-53455.2,1.64437E-035,-2.52839E-018,1.70503E-032,-94.0043,9.85993E-016,43.2464,
0.4,-1129.1,3.40038E-015,-53588.1,-1.21663E-035,-2.52839E-018,1.70455E-032,-93.8439,9.86E-016,43.1862,
0.401,-1186.47,3.42492E-015,-53720.9,9.12716E-038,-2.52839E-018,1.70407E-032,-93.683,9.86006E-016,43.1258,
0.402,-1245.33,3.44971E-015,-53853.6,1.93015E-035,-2.52839E-018,1.70407E-032,-93.5217,9.86012E-016,43.0654,
0.403,-1305.68,3.47475E-015,-53986.2,-1.18267E-035,-2.52839E-018,1.70358E-032,-93.36,9.86018E-016,43.0049,
0.404,-1367.52,3.50003E-015,-54118.7,1.27857E-035,-2.52839E-018,-1.19187E-032,-93.1978,9.86024E-016,42.9442,
