#,Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,
0.56,-30036.1,0.0000000000000264666,-68766.5,6.30893E-034,-1.14747E-020,2.32685E-034,-66.5014,9.96866E-016,28.4587,,,66.5014
0.561,-30342.8,0.000000000000026648,-68778.2,2.07273E-033,1.43609E-018,4.10181E-033,-66.3385,9.96841E-016,28.3107,,,66.3385
0.562,-30650.8,0.0000000000000268297,-68788.3,2.72521E-035,1.43609E-018,-1.00233E-033,-66.176,9.96816E-016,28.1618,,,66.176
0.563,-30960.1,0.0000000000000270116,-68796.6,2.73693E-033,1.43609E-018,5.15444E-033,-66.014,9.96792E-016,28.0121,,,66.014
0.564,-31270.6,0.0000000000000271937,-68803.2,-5.3376E-034,-1.14747E-020,-1.07691E-033,-65.8525,9.96769E-016,27.8615,,,65.8525
0.565,-31582.5,0.0000000000000273761,-68808.1,-2.06949E-035,-1.14747E-020,-1.02724E-033,-65.6914,9.96747E-016,27.7102,,,65.6914
0.566,-31895.6,0.0000000000000275586,-68811.2,2.09526E-033,1.43609E-018,5.73918E-033,-65.5309,9.96725E-016,27.558,,,65.5309
0.567,-32210.1,0.0000000000000277413,-68812.6,5.10436E-034,-1.14747E-020,-2.93516E-034,-65.3708,9.96705E-016,27.405,,,65.3708
0.568,-32525.7,0.0000000000000279242,-68812.2,-4.41249E-034,1.43609E-018,1.15428E-033,-65.2112,9.96685E-016,27.2511,,,65.2112
0.569,-32842.6,0.0000000000000281072,-68810,8.82157E-035,-1.14747E-020,1.20541E-033,-65.0522,9.96666E-016,27.0965,,,65.0522
0.57,-33160.7,0.0000000000000282903,-68806,-5.64796E-034,-1.14747E-020,3.27765E-034,-64.8937,9.96648E-016,26.941,,,64.8937
0.571,-33480.1,0.0000000000000284735,-68800.3,-5.63551E-034,-1.14747E-020,3.29905E-034,-64.7356,9.96631E-016,26.7847,,,64.7356
0.572,-33800.7,0.0000000000000286568,-68792.7,-5.62292E-034,-1.14747E-020,3.32047E-034,-64.5782,9.96615E-016,26.6275,,,64.5782
0.573,-34122.5,0.0000000000000288401,-68783.2,-5.61021E-034,-1.14747E-020,3.3419E-034,-64.4212,9.966E-016,26.4696,,,64.4212
0.574,-34445.4,0.0000000000000290235,-68772,-5.59738E-034,-1.14747E-020,3.36334E-034,-64.2648,9.96585E-016,26.3108,,,64.2648
0.575,-34769.6,0.0000000000000292069,-68758.8,-2.87742E-033,-1.14747E-020,-2.20137E-033,-64.109,9.96572E-016,26.1512,,,64.109
0.576,-35094.9,0.0000000000000293902,-68743.9,-2.27506E-033,-1.14747E-020,-2.28738E-033,-63.9537,9.96559E-016,25.9908,,,63.9537
0.577,-35421.4,0.0000000000000295736,-68727,1.03451E-033,-1.14747E-020,2.56723E-034,-63.7989,9.96548E-016,25.8296,,,63.7989
0.578,-35749,0.0000000000000297568,-68708.2,-3.72873E-033,-1.14747E-020,-2.35708E-033,-63.6448,9.96537E-016,25.6675,,,63.6448
0.579,-36077.8,0.00000000000002994,-68687.6,-9.03059E-034,-1.14747E-020,2.19529E-034,-63.4912,9.96528E-016,25.5046,,,63.4912
0.58,-36407.7,0.0000000000000301232,-68665,-3.47359E-033,-1.14747E-020,-2.34835E-033,-63.3382,9.96519E-016,25.341,,,63.3382
0.581,-36738.6,0.0000000000000303061,-68640.5,-3.42635E-033,-1.14747E-020,-2.23247E-033,-63.1858,9.96512E-016,25.1765,,,63.1858
0.582,-37070.7,0.000000000000030489,-68614,-3.35237E-033,-1.14747E-020,-2.05618E-033,-63.034,9.96506E-016,25.0112,,,63.034
0.583,-37403.9,0.0000000000000306717,-68585.7,-1.18466E-033,-1.14747E-020,6.88403E-034,-62.8828,9.965E-016,24.845,,,62.8828
0.584,-37738.2,0.0000000000000308541,-68555.3,-1.18194E-033,-1.14747E-020,6.9306E-034,-62.7323,9.96496E-016,24.6781,,,62.7323
0.585,-38073.5,0.0000000000000310364,-68523,-1.17919E-033,-1.14747E-020,6.97719E-034,-62.5823,9.96493E-016,24.5104,,,62.5823
0.586,-38409.9,0.0000000000000312185,-68488.7,-3.74782E-033,-1.14747E-020,-4.44041E-033,-62.433,9.96491E-016,24.3418,,,62.433
0.587,-38747.3,0.0000000000000314002,-68452.4,-2.47855E-033,-1.14747E-020,-4.15199E-033,-62.2843,9.9649E-016,24.1725,,,62.2843
0.588,-39085.8,0.0000000000000315817,-68414,-3.74548E-033,-1.14747E-020,-3.80898E-033,-62.1362,9.9649E-016,24.0024,,,62.1362
0.589,-39425.2,0.0000000000000317629,-68373.7,-1.18925E-033,-1.14747E-020,1.34878E-033,-61.9888,9.96491E-016,23.8314,,,61.9888
0.59,-39765.7,0.0000000000000319437,-68331.3,-1.18384E-033,-1.14747E-020,1.35352E-033,-61.8421,9.96493E-016,23.6597,,,61.8421
0.591,-40107.1,0.0000000000000321242,-68286.9,-7.60178E-034,-1.14747E-020,1.7427E-033,-61.696,9.96497E-016,23.4871,,,61.696
0.592,-40449.6,0.0000000000000323043,-68240.5,-3.32456E-033,-1.14747E-020,-3.39704E-033,-61.5506,9.96501E-016,23.3138,,,61.5506
0.593,-40793,0.000000000000032484,-68192,-5.22042E-034,-1.14747E-020,2.22976E-033,-61.4058,9.96507E-016,23.1396,,,61.4058
0.594,-41137.3,0.0000000000000326633,-68141.4,-5.1306E-034,-1.14747E-020,2.23183E-033,-61.2618,9.96514E-016,22.9647,,,61.2618
0.595,-41482.6,0.000000000000032842,-68088.7,-9.34076E-034,-1.14747E-020,-2.41609E-033,-61.1184,9.96522E-016,22.789,,,61.1184
0.596,-41828.7,0.0000000000000330203,-68033.9,-9.43874E-034,-1.14747E-020,-2.41228E-033,-60.9757,9.96532E-016,22.6125,,,60.9757
0.597,-42175.8,0.0000000000000331981,-67977,-9.53681E-034,-1.14747E-020,-2.40842E-033,-60.8338,9.96543E-016,22.4352,,,60.8338
0.598,-42523.8,0.0000000000000333754,-67918,-9.63495E-034,-1.14747E-020,-2.40451E-033,-60.6925,9.96555E-016,22.2571,,,60.6925
0.599,-42872.7,0.000000000000033552,-67856.9,-9.73317E-034,-1.14747E-020,-2.40055E-033,-60.552,9.96568E-016,22.0783,,,60.552
0.6,-43222.4,0.0000000000000337281,-67793.7,-9.83146E-034,-1.14747E-020,-2.39654E-033,-60.4121,9.96582E-016,21.8987,,,60.4121
0.601,-43573,0.0000000000000339035,-67728.3,-9.92981E-034,-1.14747E-020,-2.39249E-033,-60.2731,9.96598E-016,21.7183,,,60.2731
0.602,-43924.4,0.0000000000000340783,-67660.7,-1.00282E-033,-1.14747E-020,-2.38838E-033,-60.1347,9.96615E-016,21.5371,,,60.1347
0.603,-44276.7,0.0000000000000342524,-67591,-1.01267E-033,-1.14747E-020,-2.38422E-033,-59.9971,9.96634E-016,21.3552,,,59.9971
0.604,-44629.7,0.0000000000000344258,-67519,-1.02252E-033,-1.14747E-020,-2.38001E-033,-59.8602,9.96653E-016,21.1725,,,59.8602
0.605,-44983.6,0.0000000000000345985,-67444.9,-1.03238E-033,-1.14747E-020,-2.37575E-033,-59.7241,9.96674E-016,20.989,,,59.7241
0.606,-45338.2,0.0000000000000347704,-67368.7,-3.61366E-033,-1.14747E-020,-7.51425E-033,-59.5888,9.96697E-016,20.8048,,,59.5888
0.607,-45693.6,0.0000000000000349415,-67290.2,-3.67298E-033,-1.14747E-020,-6.66521E-033,-59.4542,9.9672E-016,20.6198,,,59.4542
0.608,-46049.7,0.0000000000000351118,-67209.4,9.67611E-034,-1.14747E-020,-6.79962E-034,-59.3204,9.96746E-016,20.4341,,,59.3204
0.609,-46406.6,0.0000000000000352812,-67126.5,9.64759E-034,-1.14747E-020,-6.84003E-034,-59.1874,9.96772E-016,20.2476,,,59.1874
0.61,-46764.2,0.0000000000000354497,-67041.3,9.61884E-034,-1.14747E-020,-6.8804E-034,-59.0552,9.968E-016,20.0604,,,59.0552
0.611,-47122.5,0.0000000000000356173,-66953.9,9.58986E-034,-1.14747E-020,-6.92074E-034,-58.9238,9.96829E-016,19.8724,,,58.9238
0.612,-47481.5,0.000000000000035784,-66864.2,9.56065E-034,-1.14747E-020,-6.96104E-034,-58.7931,9.9686E-016,19.6837,,,58.7931
0.613,-47841.1,0.0000000000000359497,-66772.3,9.5312E-034,1.43609E-018,-7.00131E-034,-58.6633,9.96892E-016,19.4943,,,58.6633
0.614,-48201.4,0.0000000000000361144,-66678.1,9.50148E-034,-1.14747E-020,-7.04148E-034,-58.5343,9.96926E-016,19.3041,,,58.5343
0.615,-48562.4,0.0000000000000362781,-66581.6,9.47157E-034,-1.14747E-020,-7.08166E-034,-58.4062,9.96961E-016,19.1132,,,58.4062
0.616,-48923.9,0.0000000000000364407,-66482.8,9.44143E-034,-1.14747E-020,-7.12179E-034,-58.2788,9.96998E-016,18.9216,,,58.2788
0.617,-49286.1,0.0000000000000366022,-66381.7,9.41106E-034,-1.14747E-020,-7.16188E-034,-58.1523,9.97036E-016,18.7293,,,58.1523
0.618,-49648.9,0.0000000000000367626,-66278.3,-1.03595E-033,-1.14747E-020,6.74099E-034,-58.0266,9.97075E-016,18.5362,,,58.0266
0.619,-50012.2,0.0000000000000369218,-66172.6,-1.03306E-033,-1.14747E-020,6.78516E-034,-57.9018,9.97116E-016,18.3424,,,57.9018
0.62,-50376.1,0.0000000000000370798,-66064.6,-1.03015E-033,-1.14747E-020,6.8293E-034,-57.7778,9.97159E-016,18.148,,,57.7778
0.621,-50740.5,0.0000000000000372366,-65954.3,-1.02721E-033,1.43609E-018,6.8734E-034,-57.6547,9.97203E-016,17.9528,,,57.6547
0.622,-51105.5,0.0000000000000373921,-65841.6,-3.42276E-034,1.43609E-018,-2.5599E-033,-57.5324,9.97249E-016,17.7569,,,57.5324
0.623,-51471,0.0000000000000375464,-65726.6,-4.00331E-034,-1.14747E-020,-6.33204E-034,-57.411,9.97296E-016,17.5603,,,57.411
0.624,-51837,0.0000000000000376993,-65609.2,2.19457E-035,1.43609E-018,1.47347E-033,-57.2905,9.97345E-016,17.3631,,,57.2905
0.625,-52203.4,0.0000000000000378508,-65489.4,3.24536E-034,1.43609E-018,-1.45744E-033,-57.1709,9.97395E-016,17.1651,,,57.1709
0.626,-52570.3,0.000000000000038001,-65367.3,5.1267E-033,1.43609E-018,5.94046E-033,-57.0522,9.97447E-016,16.9665,,,57.0522
0.627,-52937.7,0.0000000000000381498,-65242.8,6.02368E-033,1.43609E-018,7.01613E-033,-56.9343,9.97501E-016,16.7671,,,56.9343
0.628,-53305.4,0.0000000000000382971,-65116,1.71849E-033,1.43609E-018,-2.12374E-033,-56.8174,9.97556E-016,16.5672,,,56.8174
0.629,-53673.6,0.0000000000000384429,-64986.7,-1.08232E-033,1.43609E-018,5.10258E-034,-56.7014,9.97613E-016,16.3665,,,56.7014
0.63,-54042.2,0.0000000000000385872,-64855,1.14174E-033,-1.14747E-020,-1.87867E-033,-56.5863,9.97671E-016,16.1652,,,56.5863
0.631,-54411.1,0.0000000000000387299,-64721,7.29402E-033,1.43609E-018,4.70286E-033,-56.4721,9.97732E-016,15.9632,,,56.4721
0.632,-54780.5,0.0000000000000388711,-64584.5,2.17172E-033,-1.14747E-020,-4.71876E-034,-56.3588,9.97793E-016,15.7606,,,56.3588
0.633,-55150.1,0.0000000000000390106,-64445.6,2.16963E-033,-1.14747E-020,-4.81389E-034,-56.2464,9.97857E-016,15.5573,,,56.2464
0.634,-55520.1,0.0000000000000391485,-64304.3,2.1675E-033,-1.14747E-020,-4.90909E-034,-56.135,9.97922E-016,15.3534,,,56.135
0.635,-55890.3,0.0000000000000392846,-64160.6,2.77259E-033,1.43609E-018,4.71951E-033,-56.0246,9.97989E-016,15.1488,,,56.0246
0.636,-56260.9,0.0000000000000394191,-64014.4,3.96209E-033,1.43609E-018,6.58937E-033,-55.915,9.98058E-016,14.9436,,,55.915
0.637,-56631.7,0.0000000000000395517,-63865.8,5.07567E-033,1.43609E-018,3.38403E-033,-55.8065,9.98128E-016,14.7378,,,55.8065
0.638,-57002.7,0.0000000000000396826,-63714.7,6.30985E-033,2.88366E-018,5.42091E-033,-55.6988,9.982E-016,14.5313,,,55.6988
0.639,-57374,0.0000000000000398117,-63561.2,1.19095E-033,2.88366E-018,2.50117E-034,-55.5922,9.98274E-016,14.3242,,,55.5922
0.64,-57745.6,0.0000000000000399388,-63405.3,7.25568E-033,2.88366E-018,4.07625E-033,-55.4865,9.98349E-016,14.1166,,,55.4865
0.641,-58117.3,0.0000000000000400641,-63246.8,3.30261E-033,2.88366E-018,6.35402E-033,-55.3818,9.98427E-016,13.9083,,,55.3818
0.642,-58489.1,0.0000000000000401874,-63086,-6.21886E-034,-1.14747E-020,-1.54687E-033,-55.2781,9.98506E-016,13.6994,,,55.2781
0.643,-58861.2,0.0000000000000403088,-62922.6,6.33041E-033,2.88366E-018,6.1676E-033,-55.1753,9.98587E-016,13.4899,,,55.1753
0.644,-59233.4,0.0000000000000404281,-62756.7,7.58054E-033,2.88366E-018,3.57555E-033,-55.0736,9.9867E-016,13.2798,,,55.0736
0.645,-59605.7,0.0000000000000405454,-62588.4,-2.0796E-033,2.88366E-018,-1.5208E-033,-54.9728,9.98754E-016,13.0692,,,54.9728
0.646,-59978.1,0.0000000000000406606,-62417.6,4.91586E-033,2.88366E-018,6.47165E-033,-54.8731,9.9884E-016,12.8579,,,54.8731
0.647,-60350.6,0.0000000000000407737,-62244.3,6.2062E-033,2.88366E-018,4.15707E-033,-54.7743,9.98929E-016,12.6461,,,54.7743
0.648,-60723.1,0.0000000000000408846,-62068.5,2.35361E-033,-1.14747E-020,1.92762E-033,-54.6766,9.99019E-016,12.4337,,,54.6766
0.649,-61095.7,0.0000000000000409934,-61890.2,7.50503E-033,2.88366E-018,7.05981E-033,-54.5798,9.99111E-016,12.2208,,,54.5798
0.65,-61468.4,0.0000000000000410999,-61709.4,3.79971E-033,2.88366E-018,5.02733E-033,-54.4841,9.99204E-016,12.0073,,,54.4841
0.651,-61841,0.0000000000000412041,-61526.1,3.94055E-033,2.88366E-018,5.03086E-033,-54.3894,9.993E-016,11.7932,,,54.3894
0.652,-62213.6,0.000000000000041306,-61340.3,2.38089E-034,-1.14747E-020,-1.94416E-033,-54.2958,9.99397E-016,11.5787,,,54.2958
0.653,-62586.2,0.0000000000000414056,-61152,6.79367E-033,2.88366E-018,6.61842E-033,-54.2032,9.99497E-016,11.3635,,,54.2032
0.654,-62958.8,0.0000000000000415028,-60961.1,3.10491E-033,2.88366E-018,4.95836E-033,-54.1116,9.99598E-016,11.1479,,,54.1116
0.655,-63331.3,0.0000000000000415976,-60767.8,-2.01544E-033,-1.14747E-020,-1.98543E-034,-54.021,9.99701E-016,10.9317,,,54.021
0.656,-63703.7,0.0000000000000416899,-60571.9,1.94827E-033,-1.14747E-020,2.48534E-034,-53.9315,9.99806E-016,10.715,,,53.9315
0.657,-64076,0.0000000000000417798,-60373.5,6.39603E-034,2.88366E-018,7.87472E-034,-53.8431,9.99913E-016,10.4978,,,53.8431
0.658,-64448.2,0.0000000000000418671,-60172.5,6.4314E-034,2.88366E-018,7.84537E-034,-53.7557,1.00002E-015,10.2801,,,53.7557
0.659,-64820.2,0.0000000000000419518,-59969.1,1.2544E-033,-1.14747E-020,8.65757E-034,-53.6694,1.00013E-015,10.0618,,,53.6694
0.66,-65192.1,0.000000000000042034,-59763.1,-4.46351E-034,-1.14747E-020,1.73781E-033,-53.5841,1.00025E-015,9.84314,,,53.5841
0.661,-65563.8,0.0000000000000421135,-59554.5,4.70438E-033,2.88366E-018,6.88263E-033,-53.5,1.00036E-015,9.62395,,,53.5
0.662,-65935.3,0.0000000000000421903,-59343.4,9.71145E-034,-1.14747E-020,-9.30686E-034,-53.4168,1.00048E-015,9.40427,,,53.4168
0.663,-66306.6,0.0000000000000422644,-59129.8,1.57289E-033,2.88366E-018,-8.50069E-034,-53.3348,1.0006E-015,9.18413,,,53.3348
0.664,-66677.6,0.0000000000000423357,-58913.7,-6.62373E-034,-1.14747E-020,4.61106E-034,-53.2539,1.00072E-015,8.96352,,,53.2539
0.665,-67048.4,0.0000000000000424042,-58695,-6.60275E-034,2.88366E-018,4.64117E-034,-53.174,1.00084E-015,8.74245,,,53.174
0.666,-67418.9,0.0000000000000424699,-58473.8,1.98999E-033,2.88366E-018,2.00605E-033,-53.0952,1.00097E-015,8.52093,,,53.0952
0.667,-67789.1,0.0000000000000425328,-58250,-6.27083E-034,2.88366E-018,-1.49671E-033,-53.0175,1.00109E-015,8.29896,,,53.0175
0.668,-68159,0.0000000000000425927,-58023.7,1.14765E-033,-1.14747E-020,1.79687E-034,-52.9409,1.00122E-015,8.07655,,,52.9409
0.669,-68528.6,0.0000000000000426497,-57794.8,1.14845E-033,2.88366E-018,1.7436E-034,-52.8655,1.00135E-015,7.85372,,,52.8655
0.67,-68897.8,0.0000000000000427036,-57563.4,-2.47371E-033,-1.14747E-020,2.06296E-033,-52.7911,1.00148E-015,7.63046,,,52.7911
0.671,-69266.6,0.0000000000000427546,-57329.5,-2.46414E-033,-1.14747E-020,2.07438E-033,-52.7178,1.00162E-015,7.40678,,,52.7178
0.672,-69635,0.0000000000000428025,-57093,-2.45451E-033,-1.14747E-020,2.08577E-033,-52.6456,1.00176E-015,7.18269,,,52.6456
0.673,-70003,0.0000000000000428473,-56853.9,-2.44482E-033,-1.14747E-020,2.0971E-033,-52.5746,1.0019E-015,6.9582,,,52.5746
0.674,-70370.6,0.0000000000000428889,-56612.4,-1.43809E-033,2.88366E-018,-6.99402E-034,-52.5047,1.00204E-015,6.73331,,,52.5047
0.675,-70737.7,0.0000000000000429274,-56368.2,2.31073E-035,2.88366E-018,1.83976E-033,-52.4359,1.00218E-015,6.50804,,,52.4359
0.676,-71104.4,0.0000000000000429626,-56121.6,1.3648E-033,-1.14747E-020,-6.60171E-034,-52.3682,1.00233E-015,6.28238,,,52.3682
0.677,-71470.5,0.0000000000000429946,-55872.3,1.36171E-033,-1.14747E-020,-6.6652E-034,-52.3017,1.00247E-015,6.05635,,,52.3017
0.678,-71836.2,0.0000000000000430233,-55620.6,1.35859E-033,-1.14747E-020,-6.7286E-034,-52.2362,1.00262E-015,5.82995,,,52.2362
0.679,-72201.3,0.0000000000000430487,-55366.3,1.35543E-033,-1.14747E-020,-6.79193E-034,-52.172,1.00277E-015,5.6032,,,52.172
0.68,-72565.8,0.0000000000000430706,-55109.5,1.35225E-033,-1.14747E-020,-6.85518E-034,-52.1088,1.00293E-015,5.37609,,,52.1088
0.681,-72929.8,0.0000000000000430892,-54850.1,1.34901E-033,-1.14747E-020,-6.91858E-034,-52.0468,1.00308E-015,5.14864,,,52.0468
0.682,-73293.2,0.0000000000000431043,-54588.2,1.34576E-033,-1.14747E-020,-6.98165E-034,-51.986,1.00324E-015,4.92085,,,51.986
0.683,-73656,0.000000000000043116,-54323.7,1.34246E-033,-1.14747E-020,-7.04487E-034,-51.9263,1.0034E-015,4.69273,,,51.9263
0.684,-74018.2,0.0000000000000431241,-54056.7,1.33914E-033,-1.14747E-020,-7.10775E-034,-51.8677,1.00356E-015,4.46429,,,51.8677
0.685,-74379.7,0.0000000000000431286,-53787.2,-4.74395E-033,-1.14747E-020,-3.56845E-033,-51.8103,1.00373E-015,4.23553,,,51.8103
0.686,-74740.5,0.0000000000000431295,-53515.2,-6.46598E-034,-1.14747E-020,-1.2431E-033,-51.7541,1.00389E-015,4.00647,,,51.7541
0.687,-75100.7,0.0000000000000431268,-53240.6,-6.52437E-034,-1.14747E-020,-1.24005E-033,-51.699,1.00406E-015,3.77711,,,51.699
0.688,-75460.1,0.0000000000000431204,-52963.5,-6.58266E-034,-1.14747E-020,-1.23696E-033,-51.645,1.00423E-015,3.54746,,,51.645
0.689,-75818.8,0.0000000000000431103,-52683.9,-7.10298E-033,-1.14747E-020,-4.03984E-033,-51.5923,1.00441E-015,3.31752,,,51.5923
0.69,-76176.8,0.0000000000000430964,-52401.8,1.78101E-033,-1.14747E-020,-1.65853E-033,-51.5407,1.00458E-015,3.08731,,,51.5407
0.691,-76534,0.0000000000000430787,-52117.2,1.77317E-033,-1.14747E-020,-1.66691E-033,-51.4902,1.00476E-015,2.85683,,,51.4902
0.692,-76890.4,0.0000000000000430572,-51830,1.76527E-033,-1.14747E-020,-1.67527E-033,-51.4409,1.00494E-015,2.6261,,,51.4409
0.693,-77246,0.0000000000000430318,-51540.3,1.75734E-033,-1.14747E-020,-1.68359E-033,-51.3928,1.00512E-015,2.3951,,,51.3928
0.694,-77600.8,0.0000000000000430025,-51248.2,1.74935E-033,-1.14747E-020,-1.69189E-033,-51.3459,1.0053E-015,2.16387,,,51.3459
0.695,-77954.7,0.0000000000000429692,-50953.5,1.74132E-033,-1.14747E-020,-1.70015E-033,-51.3002,1.00549E-015,1.9324,,,51.3002
0.696,-78307.8,0.000000000000042932,-50656.4,-3.40955E-033,-1.14747E-020,-6.8512E-033,-51.2556,1.00568E-015,1.7007,,,51.2556
0.697,-78659.9,0.0000000000000428907,-50356.7,-4.79922E-034,-1.14747E-020,6.70133E-034,-51.2122,1.00587E-015,1.46878,,,51.2122
0.698,-79011.2,0.0000000000000428453,-50054.6,-2.48125E-034,-1.14747E-020,7.29555E-034,-51.17,1.00606E-015,1.23664,,,51.17
0.699,-79361.6,0.0000000000000427959,-49750,-2.44657E-034,-1.14747E-020,7.30725E-034,-51.129,1.00626E-015,1.0043,,,51.129
0.7,-79711,0.0000000000000427423,-49442.9,-2.41182E-034,-1.14747E-020,7.31879E-034,-51.0891,1.00645E-015,0.771768,,,51.0891
0.701,-80059.4,0.0000000000000426845,-49133.3,-5.38049E-033,-1.14747E-020,-4.4098E-033,-51.0504,1.00665E-015,0.539045,,,51.0504
0.702,-80406.9,0.0000000000000426225,-48821.3,-2.58631E-034,-1.14747E-020,7.58647E-034,-51.013,1.00686E-015,0.30614,,,51.013
0.703,-80753.3,0.0000000000000425563,-48506.8,-2.55015E-034,-1.14747E-020,7.5987E-034,-50.9767,1.00706E-015,0.0730632,,,50.9767
0.704,-81098.8,0.0000000000000424857,-48189.9,-2.55806E-035,-1.14747E-020,8.17502E-034,-50.9416,1.00727E-015,-0.160178,,,50.9416
0.705,-81443.2,0.0000000000000424109,-47870.5,2.03657E-034,-1.14747E-020,8.73948E-034,-50.9077,1.00747E-015,-0.393576,,,50.9077
0.706,-81786.6,0.0000000000000423316,-47548.7,-4.71011E-033,-1.14747E-020,-4.21362E-033,-50.8749,1.00768E-015,-0.627122,,,50.8749
0.707,-82128.8,0.000000000000042248,-47224.4,-4.50581E-033,-1.14747E-020,-4.13501E-033,-50.8434,1.0079E-015,-0.860808,,,50.8434
0.708,-82470,0.0000000000000421599,-46897.7,8.41151E-034,-1.14747E-020,1.08533E-033,-50.8131,1.00811E-015,-1.09463,,,50.8131
0.709,-82810.1,0.0000000000000420673,-46568.6,8.4633E-034,-1.14747E-020,1.08129E-033,-50.7839,1.00833E-015,-1.32857,,,50.7839
0.71,-83149,0.0000000000000419703,-46237,8.51493E-034,-1.14747E-020,1.07723E-033,-50.756,1.00855E-015,-1.56263,,,50.756
0.711,-83486.8,0.0000000000000418686,-45903.1,8.56639E-034,-1.14747E-020,1.07314E-033,-50.7293,1.00877E-015,-1.79679,,,50.7293
0.712,-83823.4,0.0000000000000417624,-45566.7,8.61769E-034,-1.14747E-020,1.06903E-033,-50.7037,1.00899E-015,-2.03106,,,50.7037
0.713,-84158.8,0.0000000000000416516,-45228,8.66882E-034,-1.14747E-020,1.06489E-033,-50.6793,1.00922E-015,-2.26541,,,50.6793
0.714,-84493,0.0000000000000415361,-44886.8,1.09286E-033,-1.14747E-020,-1.69761E-034,-50.6562,1.00945E-015,-2.49985,,,50.6562
0.715,-84826,0.0000000000000414159,-44543.3,-3.83039E-033,-1.14747E-020,-4.61986E-033,-50.6342,1.00968E-015,-2.73436,,,50.6342
0.716,-85157.7,0.0000000000000412909,-44197.4,-7.00763E-033,-1.14747E-020,-5.45861E-033,-50.6135,1.00991E-015,-2.96894,,,50.6135
0.717,-85488.2,0.0000000000000411612,-43849.1,-7.03377E-033,-1.14747E-020,-6.71061E-033,-50.5939,1.01015E-015,-3.20358,,,50.5939
0.718,-85817.4,0.0000000000000410267,-43498.5,-2.56009E-034,-1.14747E-020,7.93668E-034,-50.5755,1.01038E-015,-3.43826,,,50.5755
0.719,-86145.3,0.0000000000000408874,-43145.5,-3.55798E-033,-1.14747E-020,-7.09624E-033,-50.5584,1.01062E-015,-3.67299,,,50.5584
0.72,-86471.9,0.0000000000000407432,-42790.2,-6.94552E-033,-1.14747E-020,-7.24418E-033,-50.5424,1.01087E-015,-3.90775,,,50.5424
0.721,-86797.1,0.000000000000040594,-42432.6,-6.9803E-033,-1.14747E-020,-7.2107E-033,-50.5276,1.01111E-015,-4.14254,,,50.5276
0.722,-87121,0.00000000000004044,-42072.6,-1.74331E-034,-1.14747E-020,-2.1767E-033,-50.5141,1.01136E-015,-4.37735,,,50.5141
0.723,-87443.5,0.0000000000000402809,-41710.3,-5.32759E-033,-1.14747E-020,-7.31863E-033,-50.5017,1.01161E-015,-4.61216,,,50.5017
0.724,-87764.7,0.0000000000000401168,-41345.7,-3.75142E-033,-1.14747E-020,-7.41401E-033,-50.4905,1.01186E-015,-4.84697,,,50.4905
0.725,-88084.4,0.0000000000000399477,-40978.8,-2.21704E-033,-1.14747E-020,-2.36399E-033,-50.4805,1.01211E-015,-5.08178,,,50.4805
0.726,-88402.7,0.0000000000000397735,-40609.6,-5.8412E-033,-1.14747E-020,-7.59711E-033,-50.4717,1.01237E-015,-5.31656,,,50.4717
0.727,-88719.5,0.0000000000000395942,-40238.2,7.56242E-034,-1.14747E-020,-2.51757E-033,-50.4642,1.01262E-015,-5.55133,,,50.4642
0.728,-89034.9,0.0000000000000394097,-39864.4,-4.39869E-033,-1.14747E-020,-7.664E-033,-50.4578,1.01288E-015,-5.78606,,,50.4578
0.729,-89348.9,0.00000000000003922,-39488.4,7.07151E-034,-1.14747E-020,-2.49989E-033,-50.4526,1.01315E-015,-6.02075,,,50.4526
0.73,-89661.3,0.0000000000000390251,-39110.2,1.8652E-033,-1.14747E-020,2.52167E-033,-50.4486,1.01341E-015,-6.25539,,,50.4486
0.731,-89972.2,0.000000000000038825,-38729.7,1.87735E-033,-1.14747E-020,2.51263E-033,-50.4458,1.01368E-015,-6.48997,,,50.4458
0.732,-90281.6,0.0000000000000386196,-38347,-3.25332E-033,-1.14747E-020,-2.63925E-033,-50.4442,1.01395E-015,-6.72449,,,50.4442
0.733,-90589.4,0.0000000000000384089,-37962.1,2.08738E-033,-1.14747E-020,-2.57086E-033,-50.4437,1.01422E-015,-6.95894,,,50.4437
0.734,-90895.7,0.0000000000000381928,-37575,2.28498E-033,-1.14747E-020,-2.52841E-033,-50.4445,1.01449E-015,-7.1933,,,50.4445
0.735,-91200.4,0.0000000000000379713,-37185.6,2.27272E-033,-1.14747E-020,-2.53943E-033,-50.4465,1.01477E-015,-7.42757,,,50.4465
0.736,-91503.5,0.0000000000000377444,-36794.1,2.26043E-033,-1.14747E-020,-2.5504E-033,-50.4496,1.01504E-015,-7.66174,,,50.4496
0.737,-91805,0.0000000000000375121,-36400.4,-2.89472E-033,-1.14747E-020,-2.56131E-033,-50.454,1.01532E-015,-7.89581,,,50.454
0.738,-92104.8,0.0000000000000372743,-36004.6,-1.9673E-033,-1.14747E-020,-3.53599E-035,-50.4595,1.01561E-015,-8.12976,,,50.4595
0.739,-92403,0.000000000000037031,-35606.6,-1.96744E-033,-1.14747E-020,-2.58382E-035,-50.4662,1.01589E-015,-8.36358,,,50.4662
0.74,-92699.6,0.0000000000000367822,-35206.4,-7.11033E-033,-1.14747E-020,-2.58771E-033,-50.4741,1.01618E-015,-8.59728,,,50.4741
