Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,,,Load Mag,Wx,Wz,,Wz_1280Cvs,Wz_20CVs,Wx_20CVs,,Reference,results,from,Simo,Paper
0.753,-93594.7,-0.0000000000000917528,-37699.4,6.09133E-033,-4.0714E-019,2.81852E-033,-50.2074,1.02078E-015,-7.00577,,,,100.901995165854,50.2074,-7.00577,,-13.2078,-11.6197,50.6834,,,,,,
0.754,-93890.3,-0.0000000000000913938,-37321.3,1.2903E-032,-4.0714E-019,6.0983E-033,-50.21,1.02048E-015,-7.22687,,,,101.035973137195,50.21,-7.22687,,-13.4417,-11.8507,50.7077,,,,,,
0.755,-94184.4,-0.0000000000000910318,-36941.3,-4.09036E-033,-1.85471E-018,-1.13097E-033,-50.2136,1.02018E-015,-7.44784,,,,101.169960210776,50.2136,-7.44784,,-13.6754,-12.0815,50.733,,,,,,
0.756,-94477.1,-0.0000000000000906669,-36559.4,9.70952E-033,-4.0714E-019,7.1559E-033,-50.2183,1.01988E-015,-7.66869,,,,101.304057928446,50.2183,-7.66869,,-13.9087,-12.312,50.7596,,,,,,
0.757,-94768.1,-0.0000000000000902991,-36175.5,-4.0406E-033,-1.85471E-018,1.63249E-034,-50.2241,1.01958E-015,-7.88941,,,,101.437959255202,50.2241,-7.88941,,-14.1418,-12.5422,50.7873,,,,,,
0.758,-95057.7,-0.0000000000000899283,-35789.7,1.30615E-032,-4.0714E-019,3.49776E-033,-50.231,1.01928E-015,-8.10998,,,,101.571989029358,50.231,-8.10998,,-14.3745,-12.7721,50.8161,,,,,,
0.759,-95345.7,-0.0000000000000895547,-35402,-6.75101E-034,-1.85471E-018,1.61284E-033,-50.2388,1.01898E-015,-8.33041,,,,101.705968912793,50.2388,-8.33041,,-14.6068,-13.0018,50.8461,,,,,,
0.76,-95632.2,-0.0000000000000891782,-35012.3,1.32988E-032,-4.0714E-019,4.73598E-033,-50.2478,1.01868E-015,-8.55068,,,,101.8399667524,50.2478,-8.55068,,-14.8388,-13.2312,50.8772,,,,,,
0.761,-95917.1,-0.0000000000000887988,-34620.8,9.8578E-033,-4.0714E-019,2.85213E-033,-50.2577,1.01838E-015,-8.77078,,,,101.973966604472,50.2577,-8.77078,,-15.0705,-13.4603,50.9094,,,,,,
0.762,-96200.4,-0.0000000000000884166,-34227.4,6.38928E-033,-4.0714E-019,6.15042E-033,-50.2688,1.01808E-015,-8.99072,,,,102.107942251913,50.2688,-8.99072,,-15.3018,-13.6891,50.9428,,,,,,
0.763,-96482.2,-0.0000000000000880315,-33832.2,2.95725E-033,-1.85471E-018,-8.43459E-034,-50.2808,1.01778E-015,-9.21049,,,,102.242029878519,50.2808,-9.21049,,-15.5327,-13.9175,50.9773,,,,,,
0.764,-96762.3,-0.0000000000000876436,-33435.1,6.45301E-033,-4.0714E-019,4.71707E-033,-50.2939,1.01748E-015,-9.43007,,,,102.376015810833,50.2939,-9.43007,,-15.7633,-14.1457,51.0129,,,,,,
0.765,-97040.8,-0.0000000000000872529,-33036.1,9.96921E-033,-4.0714E-019,5.1068E-033,-50.3081,1.01718E-015,-9.64947,,,,102.510003257487,50.3081,-9.64947,,-15.9934,-14.3735,51.0496,,,,,,
0.766,-97317.7,-0.0000000000000868593,-32635.3,6.53224E-033,-4.0714E-019,5.81069E-033,-50.3233,1.01688E-015,-9.86867,,,,102.644033140656,50.3233,-9.86867,,-16.2232,-14.601,51.0875,,,,,,
0.767,-97592.9,-0.000000000000086463,-32232.7,-2.58457E-034,-1.85471E-018,1.05647E-033,-50.3395,1.01658E-015,-10.0877,,,,102.778018465526,50.3395,-10.0877,,-16.4526,-14.8281,51.1265,,,,,,
0.768,-97866.5,-0.0000000000000860639,-31828.2,3.21104E-033,-1.85471E-018,-1.10698E-033,-50.3567,1.01628E-015,-10.3065,,,,102.912031062894,50.3567,-10.3065,,-16.6816,-15.0549,51.1666,,,,,,
0.769,-98138.4,-0.000000000000085662,-31422,-3.61859E-033,-4.0714E-019,-7.264E-034,-50.375,1.01598E-015,-10.525,,,,103.046046205374,50.375,-10.525,,-16.9101,-15.2813,51.2077,,,,,,
0.77,-98408.6,-0.0000000000000852574,-31013.9,-3.62186E-033,-4.0714E-019,-7.09902E-034,-50.3943,1.01567E-015,-10.7434,,,,103.180010404971,50.3943,-10.7434,,-17.1383,-15.5074,51.25,,,,,,
0.771,-98677.1,-0.00000000000008485,-30604.1,-3.62511E-033,-4.0714E-019,-6.93304E-034,-50.4146,1.01537E-015,-10.9615,,,,103.313992281878,50.4146,-10.9615,,-17.366,-15.733,51.2934,,,,,,
0.772,-98943.9,-0.0000000000000844399,-30192.5,-3.62823E-033,-4.0714E-019,-6.76779E-034,-50.436,1.01507E-015,-11.1794,,,,103.447969547304,50.436,-11.1794,,-17.5932,-15.9584,51.3379,,,,,,
0.773,-99209,-0.0000000000000840271,-29779.2,-1.39169E-032,-1.85471E-018,-3.23161E-033,-50.4584,1.01477E-015,-11.3971,,,,103.581979290029,50.4584,-11.3971,,-17.82,-16.1833,51.3835,,,,,,
0.774,-99472.4,-0.0000000000000836115,-29364.1,-3.59074E-033,-4.0714E-019,6.79636E-034,-50.4818,1.01447E-015,-11.6145,,,,103.716000359491,50.4818,-11.6145,,-18.0464,-16.4078,51.4302,,,,,,
0.775,-99734,-0.0000000000000831933,-28947.3,-3.58764E-033,-1.85471E-018,6.96065E-034,-50.5062,1.01417E-015,-11.8316,,,,103.849973198311,50.5062,-11.8316,,-18.2723,-16.6319,51.4779,,,,,,
0.776,-99993.9,-0.0000000000000827724,-28528.7,-1.44655E-034,-1.85471E-018,1.03007E-033,-50.5316,1.01387E-015,-12.0485,,,,103.983973577182,50.5316,-12.0485,,-18.4977,-16.8556,51.5267,,,,,,
0.777,-100252,-0.0000000000000823489,-28108.5,3.47956E-033,-1.85471E-018,-1.1704E-033,-50.558,1.01357E-015,-12.2651,,,,104.11796807588,50.558,-12.2651,,-18.7227,-17.0789,51.5767,,,,,,
0.778,-100508,-0.0000000000000819227,-27686.6,3.2933E-033,-1.85471E-018,-1.24919E-033,-50.5855,1.01327E-015,-12.4815,,,,104.25164691054,50.5855,-12.4815,,-18.9472,-17.3018,51.6276,,,,,,
0.779,-100763,-0.0000000000000814939,-27262.9,-3.38569E-033,-4.0714E-019,-9.15398E-034,-50.6139,1.01297E-015,-12.6976,,,,104.386052159328,50.6139,-12.6976,,-19.1711,-17.5242,51.6797,,,,,,
0.78,-101016,-0.0000000000000810625,-26837.6,6.88873E-033,-4.0714E-019,1.6519E-033,-50.6434,1.01267E-015,-12.9134,,,,104.520280471112,50.6434,-12.9134,,-19.3946,-17.7462,51.7328,,,,,,
0.781,-101267,-0.0000000000000806284,-26410.7,2.10113E-034,-1.85471E-018,-6.42552E-034,-50.6738,1.01238E-015,-13.1289,,,,104.654337528313,50.6738,-13.1289,,-19.6176,-17.9677,51.7869,,,,,,
0.782,-101516,-0.0000000000000801918,-25982.1,-6.64574E-033,-1.85471E-018,-2.98256E-033,-50.7053,1.01208E-015,-13.3441,,,,104.788204376304,50.7053,-13.3441,,-19.8401,-18.1888,51.8422,,,,,,
0.783,-101763,-0.0000000000000797526,-25551.8,-6.77392E-033,-1.85471E-018,-1.81706E-033,-50.7377,1.01178E-015,-13.559,,,,104.921888337182,50.7377,-13.559,,-20.062,-18.4095,51.8984,,,,,,
0.784,-102009,-0.0000000000000793109,-25120,-3.1891E-033,-1.85471E-018,1.06344E-033,-50.7711,1.01148E-015,-13.7736,,,,105.056415706039,50.7711,-13.7736,,-20.2834,-18.6297,51.9558,,,,,,
0.785,-102252,-0.0000000000000788666,-24686.5,-3.12274E-033,-1.85471E-018,-3.30669E-034,-50.8055,1.01118E-015,-13.9879,,,,105.189803623022,50.8055,-13.9879,,-20.5043,-18.8494,52.0141,,,,,,
0.786,-102494,-0.0000000000000784198,-24251.5,-9.98811E-033,-1.85471E-018,-2.67104E-033,-50.8409,1.01088E-015,-14.2018,,,,105.32404895488,50.8409,-14.2018,,-20.7247,-19.0686,52.0735,,,,,,
0.787,-102734,-0.0000000000000779705,-23814.8,3.70743E-033,-1.85471E-018,1.71307E-034,-50.8773,1.01058E-015,-14.4154,,,,105.458140771777,50.8773,-14.4154,,-20.9445,-19.2873,52.1339,,,,,,
0.788,-102972,-0.0000000000000775186,-23376.6,-6.503E-033,-1.85471E-018,-1.27458E-033,-50.9146,1.01028E-015,-14.6287,,,,105.592131390365,50.9146,-14.6287,,-21.1637,-19.5056,52.1954,,,,,,
0.789,-103208,-0.0000000000000770643,-22936.9,-1.28653E-033,-1.85471E-018,-1.08887E-034,-50.953,1.00999E-015,-14.8417,,,,105.726026339828,50.953,-14.8417,,-21.3824,-19.7233,52.2578,,,,,,
0.79,-103442,-0.0000000000000766075,-22495.6,-1.33623E-032,-1.85471E-018,-1.90149E-033,-50.9922,1.00969E-015,-15.0543,,,,105.859810047817,50.9922,-15.0543,,-21.6005,-19.9406,52.3213,,,,,,
0.791,-103675,-0.0000000000000761483,-22052.7,-1.32802E-032,-1.85471E-018,-2.00224E-033,-51.0325,1.00939E-015,-15.2666,,,,105.994467790965,51.0325,-15.2666,,-21.818,-20.1573,52.3858,,,,,,
0.792,-103905,-0.0000000000000756866,-21608.4,4.95346E-033,-1.85471E-018,5.56269E-035,-51.0737,1.00909E-015,-15.4785,,,,106.12809230152,51.0737,-15.4785,,-22.035,-20.3735,52.4513,,,,,,
0.793,-104133,-0.0000000000000752226,-21162.5,1.35104E-032,-4.0714E-019,2.77453E-033,-51.1159,1.0088E-015,-15.69,,,,106.261625694556,51.1159,-15.69,,-22.2514,-20.5892,52.5178,,,,,,
0.794,-104360,-0.0000000000000747561,-20715.2,1.29143E-032,-4.0714E-019,2.13323E-033,-51.159,1.0085E-015,-15.9012,,,,106.396095374971,51.159,-15.9012,,-22.4671,-20.8043,52.5853,,,,,,
0.795,-104584,-0.0000000000000742872,-20266.4,1.05506E-032,-4.0714E-019,9.41372E-034,-51.2031,1.0082E-015,-16.112,,,,106.529526540579,51.2031,-16.112,,-22.6823,-21.0189,52.6538,,,,,,
0.796,-104807,-0.0000000000000738159,-19816.1,1.51568E-034,-1.85471E-018,-2.64174E-034,-51.2481,1.00791E-015,-16.3224,,,,106.663888304384,51.2481,-16.3224,,-22.8969,-21.233,52.7233,,,,,,
0.797,-105028,-0.0000000000000733423,-19364.4,-1.18666E-032,-1.85471E-018,-1.41509E-033,-51.2941,1.00761E-015,-16.5324,,,,106.798224570261,51.2941,-16.5324,,-23.1108,-21.4465,52.7938,,,,,,
0.798,-105246,-0.0000000000000728664,-18911.2,-1.36317E-032,-1.85471E-018,-6.44441E-034,-51.341,1.00732E-015,-16.7421,,,,106.931538852857,51.341,-16.7421,,-23.3242,-21.6595,52.8652,,,,,,
0.799,-105463,-0.0000000000000723881,-18456.7,-5.87708E-033,-1.85471E-018,-1.18743E-033,-51.3889,1.00702E-015,-16.9513,,,,107.065840228758,51.3889,-16.9513,,-23.5369,-21.8719,52.9376,,,,,,
0.8,-105678,-0.0000000000000719075,-18000.7,-5.64311E-033,-1.85471E-018,-1.36429E-033,-51.4377,1.00673E-015,-17.1602,,,,107.200116065655,51.4377,-17.1602,,-23.7489,-22.0837,53.011,,,,,,
0.801,-105891,-0.0000000000000714246,-17543.3,-5.58857E-033,-1.85471E-018,-6.56701E-034,-51.4874,1.00643E-015,-17.3686,,,,107.33438990319,51.4874,-17.3686,,-23.9604,-22.295,53.0854,,,,,,
0.802,-106101,-0.0000000000000709395,-17084.6,4.79356E-033,-1.85471E-018,-2.38426E-034,-51.5381,1.00614E-015,-17.5766,,,,107.467696347135,51.5381,-17.5766,,-24.1712,-22.5056,53.1606,,,,,,
0.803,-106310,-0.000000000000070452,-16624.4,1.36808E-033,-1.85471E-018,1.11802E-034,-51.5896,1.00584E-015,-17.7842,,,,107.601983138602,51.5896,-17.7842,,-24.3813,-22.7157,53.2369,,,,,,
0.804,-106517,-0.0000000000000699624,-16163,-3.48742E-034,-1.85471E-018,1.71674E-034,-51.6421,1.00555E-015,-17.9914,,,,107.736316337621,51.6421,-17.9914,,-24.5908,-22.9252,53.3141,,,,,,
0.805,-106721,-0.0000000000000694705,-15700.2,2.80837E-033,-4.0714E-019,1.60703E-034,-51.6955,1.00526E-015,-18.1981,,,,107.869681194671,51.6955,-18.1981,,-24.7996,-23.1341,53.3922,,,,,,
0.806,-106924,-0.0000000000000689764,-15236,2.6678E-033,-1.85471E-018,9.59016E-035,-51.7498,1.00496E-015,-18.4044,,,,108.004062293971,51.7498,-18.4044,,-25.0078,-23.3424,53.4712,,,,,,
0.807,-107124,-0.00000000000006848,-14770.6,-4.18666E-033,-4.0714E-019,1.28698E-034,-51.805,1.00467E-015,-18.6103,,,,108.137514306368,51.805,-18.6103,,-25.2152,-23.5501,53.5512,,,,,,
0.808,-107323,-0.0000000000000679816,-14303.9,-4.18604E-033,-4.0714E-019,1.47624E-034,-51.8611,1.00438E-015,-18.8157,,,,108.272008775168,51.8611,-18.8157,,-25.422,-23.7572,53.6321,,,,,,
0.809,-107519,-0.0000000000000674809,-13835.9,-7.50457E-034,-4.0714E-019,-1.23515E-034,-51.9181,1.00409E-015,-19.0207,,,,108.405569459369,51.9181,-19.0207,,-25.6281,-23.9636,53.7139,,,,,,
0.81,-107714,-0.0000000000000669781,-13366.6,2.68618E-033,-4.0714E-019,-9.53039E-035,-51.976,1.00379E-015,-19.2252,,,,108.540185146148,51.976,-19.2252,,-25.8336,-24.1694,53.7967,,,,,,
0.811,-107906,-0.0000000000000664732,-12896.1,-4.02639E-033,-4.0714E-019,-3.92431E-035,-52.0348,1.0035E-015,-19.4293,,,,108.673889371873,52.0348,-19.4293,,-26.0383,-24.3746,53.8803,,,,,,
0.812,-108096,-0.0000000000000659661,-12424.3,-4.02653E-033,-1.85471E-018,-2.10732E-035,-52.0945,1.00321E-015,-19.6329,,,,108.807667222903,52.0945,-19.6329,,-26.2423,-24.5792,53.9648,,,,,,
0.813,-108284,-0.000000000000065457,-11951.4,-4.02668E-033,-4.0714E-019,-2.93168E-036,-52.1551,1.00292E-015,-19.836,,,,108.941546794416,52.1551,-19.836,,-26.4456,-24.7831,54.0502,,,,,,
0.814,-108470,-0.0000000000000649458,-11477.2,-4.02674E-033,-4.0714E-019,1.52003E-035,-52.2165,1.00263E-015,-20.0386,,,,109.075510632956,52.2165,-20.0386,,-26.6482,-24.9864,54.1365,,,,,,
0.815,-108654,-0.0000000000000644325,-11001.8,-4.47996E-034,-1.85471E-018,4.89157E-036,-52.2788,1.00234E-015,-20.2408,,,,109.209575217744,52.2788,-20.2408,,-26.8501,-25.189,54.2237,,,,,,
0.816,-108836,-0.0000000000000639172,-10525.2,1.32676E-032,-4.0714E-019,-7.54836E-035,-52.342,1.00205E-015,-20.4424,,,,109.343745733535,52.342,-20.4424,,-27.0513,-25.3909,54.3118,,,,,,
0.817,-109016,-0.0000000000000633998,-10047.5,4.38457E-033,-1.85471E-018,-6.44607E-035,-52.406,1.00176E-015,-20.6436,,,,109.478036666036,52.406,-20.6436,,-27.2517,-25.5922,54.4007,,,,,,
0.818,-109194,-0.0000000000000628804,-9568.65,-4.5038E-033,-1.85471E-018,-1.94398E-035,-52.4709,1.00148E-015,-20.8443,,,,109.612447736662,52.4709,-20.8443,,-27.4514,-25.7928,54.4905,,,,,,
0.819,-109369,-0.0000000000000623591,-9088.64,-1.0396E-033,-4.0714E-019,-2.77348E-035,-52.5366,1.00119E-015,-21.0445,,,,109.745986432532,52.5366,-21.0445,,-27.6504,-25.9928,54.5811,,,,,,
0.82,-109542,-0.0000000000000618357,-8607.52,9.09773E-033,-4.0714E-019,-3.81517E-034,-52.6032,1.0009E-015,-21.2441,,,,109.879657646675,52.6032,-21.2441,,-27.8486,-26.1921,54.6726,,,,,,
0.821,-109714,-0.0000000000000613104,-8125.3,2.40111E-033,-4.0714E-019,-9.4938E-035,-52.6706,1.00061E-015,-21.4433,,,,110.014464031281,52.6706,-21.4433,,-28.0461,-26.3906,54.7649,,,,,,
0.822,-109883,-0.0000000000000607832,-7641.99,2.40066E-033,-1.85471E-018,-1.05716E-034,-52.7389,1.00033E-015,-21.642,,,,110.148416693841,52.7389,-21.642,,-28.2428,-26.5885,54.8581,,,,,,
0.823,-110049,-0.000000000000060254,-7157.6,-4.2896E-033,-1.85471E-018,-1.21417E-034,-52.808,1.00004E-015,-21.8401,,,,110.281519933124,52.808,-21.8401,,-28.4388,-26.7857,54.9521,,,,,,
0.824,-110214,-0.0000000000000597229,-6672.15,-8.05674E-034,-1.85471E-018,-1.55897E-034,-52.878,9.99755E-016,-22.0377,,,,110.415775057835,52.878,-22.0377,,-28.634,-26.9822,55.0469,,,,,,
0.825,-110377,-0.0000000000000591899,-6185.65,2.68247E-033,-4.0714E-019,-2.1064E-034,-52.9487,9.9947E-016,-22.2348,,,,110.550189483883,52.9487,-22.2348,,-28.8284,-27.1781,55.1426,,,,,,
0.826,-110537,-0.000000000000058655,-5698.13,2.57031E-033,-4.0714E-019,-2.65129E-034,-53.0203,9.99185E-016,-22.4313,,,,110.683770510843,53.0203,-22.4313,,-29.0221,-27.3732,55.239,,,,,,
0.827,-110695,-0.0000000000000581183,-5209.59,2.56909E-033,-1.85471E-018,-2.76631E-034,-53.0927,9.98901E-016,-22.6273,,,,110.817520514439,53.0927,-22.6273,,-29.215,-27.5675,55.3363,,,,,,
0.828,-110852,-0.0000000000000575797,-4720.06,-5.5258E-034,-4.0714E-019,1.23421E-034,-53.1659,9.98617E-016,-22.8228,,,,110.952444184,53.1659,-22.8228,,-29.4071,-27.7612,55.4343,,,,,,
0.829,-111005,-0.0000000000000570394,-4229.53,-7.32944E-033,-1.85471E-018,6.93003E-034,-53.2399,9.98334E-016,-23.0177,,,,111.085547885496,53.2399,-23.0177,,-29.5984,-27.9542,55.5331,,,,,,
0.83,-111157,-0.0000000000000564972,-3738.04,-7.36026E-033,-1.85471E-018,7.20895E-034,-53.3147,9.98051E-016,-23.212,,,,111.219834526228,53.3147,-23.212,,-29.7889,-28.1464,55.6328,,,,,,
0.831,-111307,-0.0000000000000559532,-3245.59,6.34365E-034,-4.0714E-019,5.27684E-034,-53.3903,9.97769E-016,-23.4058,,,,111.354308867902,53.3903,-23.4058,,-29.9787,-28.3379,55.7332,,,,,,
0.832,-111454,-0.0000000000000554074,-2752.2,-1.64972E-033,-4.0714E-019,3.02055E-034,-53.4667,9.97488E-016,-23.5991,,,,111.487975678277,53.4667,-23.5991,,-30.1676,-28.5287,55.8344,,,,,,
0.833,-111599,-0.0000000000000548599,-2257.89,-1.67861E-033,-1.85471E-018,2.88178E-034,-53.5439,9.97207E-016,-23.7918,,,,111.621838670809,53.5439,-23.7918,,-30.3558,-28.7187,55.9363,,,,,,
0.834,-111742,-0.0000000000000543106,-1762.66,1.95702E-033,-4.0714E-019,2.39269E-034,-53.6219,9.96926E-016,-23.9839,,,,111.755901563522,53.6219,-23.9839,,-30.5431,-28.908,56.039,,,,,,
0.835,-111883,-0.0000000000000537596,-1266.54,1.9303E-033,-4.0714E-019,2.10244E-034,-53.7006,9.96646E-016,-24.1754,,,,111.890168525084,53.7006,-24.1754,,-30.7297,-29.0965,56.1425,,,,,,
0.836,-112021,-0.000000000000053207,-769.546,4.31603E-034,-4.0714E-019,1.3752E-034,-53.7801,9.96367E-016,-24.3664,,,,112.023643227875,53.7801,-24.3664,,-30.9154,-29.2843,56.2467,,,,,,
0.837,-112158,-0.0000000000000526526,-271.683,4.53987E-034,-1.85471E-018,1.34503E-034,-53.8604,9.96088E-016,-24.5568,,,,112.158329051625,53.8604,-24.5568,,-31.1003,-29.4714,56.3516,,,,,,
0.838,-112292,-0.0000000000000520965,227.03,-6.97018E-033,-1.85471E-018,1.20147E-033,-53.9415,9.95809E-016,-24.7465,,,,112.292229502405,53.9415,-24.7465,,-31.2844,-29.6577,56.4573,,,,,,
0.839,-112424,-0.0000000000000515389,726.578,1.78989E-033,-4.0714E-019,-1.45928E-034,-54.0232,9.95531E-016,-24.9358,,,,112.426347853117,54.0232,-24.9358,,-31.4676,-29.8432,56.5637,,,,,,
0.84,-112553,-0.0000000000000509795,1226.95,1.78913E-033,-1.85471E-018,-1.53892E-034,-54.1058,9.95254E-016,-25.1244,,,,112.559687345437,54.1058,-25.1244,,-31.6501,-30.028,56.6708,,,,,,
0.841,-112681,-0.0000000000000504186,1728.12,2.6924E-034,-4.0714E-019,-2.60506E-034,-54.1891,9.94978E-016,-25.3124,,,,112.694250783855,54.1891,-25.3124,,-31.8317,-30.212,56.7786,,,,,,
0.842,-112806,-0.000000000000049856,2230.08,2.68076E-034,-4.0714E-019,-2.61713E-034,-54.2731,9.94701E-016,-25.4998,,,,112.828041252192,54.2731,-25.4998,,-32.0124,-30.3952,56.8871,,,,,,
0.843,-112929,-0.0000000000000492919,2732.81,-1.23991E-033,-4.0714E-019,-3.67079E-034,-54.3579,9.94426E-016,-25.6866,,,,112.962061292702,54.3579,-25.6866,,-32.1924,-30.5777,56.9964,,,,,,
0.844,-113050,-0.0000000000000487262,3236.31,-1.24162E-033,-1.85471E-018,-3.61631E-034,-54.4434,9.94151E-016,-25.8728,,,,113.096313832132,54.4434,-25.8728,,-32.3715,-30.7593,57.1063,,,,,,
0.845,-113168,-0.000000000000048159,3740.55,2.44672E-033,-1.85471E-018,-4.49242E-034,-54.5296,9.93877E-016,-26.0584,,,,113.229801458373,54.5296,-26.0584,,-32.5497,-30.9402,57.2169,,,,,,
0.846,-113284,-0.0000000000000475902,4245.51,9.57477E-034,-1.85471E-018,-5.71594E-034,-54.6165,9.93603E-016,-26.2434,,,,113.363525929463,54.6165,-26.2434,,-32.7271,-31.1203,57.3282,,,,,,
0.847,-113399,-0.0000000000000470199,4751.19,-4.85973E-034,-1.85471E-018,-6.74035E-034,-54.7042,9.9333E-016,-26.4278,,,,113.498489009397,54.7042,-26.4278,,-32.9037,-31.2996,57.4401,,,,,,
0.848,-113510,-0.0000000000000464481,5257.57,-1.92368E-033,-4.0714E-019,-7.7247E-034,-54.7925,9.93057E-016,-26.6115,,,,113.631695148426,54.7925,-26.6115,,-33.0794,-31.4782,57.5528,,,,,,
0.849,-113620,-0.0000000000000458748,5764.64,-1.96491E-033,-4.0714E-019,-7.78935E-034,-54.8816,9.92785E-016,-26.7946,,,,113.766143796516,54.8816,-26.7946,,-33.2542,-31.6559,57.666,,,,,,
0.85,-113727,-0.0000000000000453001,6272.37,1.71547E-033,-1.85471E-018,-8.89926E-034,-54.9714,9.92514E-016,-26.9771,,,,113.899838254569,54.9714,-26.9771,,-33.4282,-31.8329,57.78,,,,,,
0.851,-113832,-0.0000000000000447239,6780.75,2.96129E-034,-1.85471E-018,-1.00451E-033,-55.0618,9.92243E-016,-27.159,,,,114.033779182146,55.0618,-27.159,,-33.6013,-32.009,57.8945,,,,,,
0.852,-113935,-0.0000000000000441463,7289.78,2.56082E-034,-4.0714E-019,-1.01993E-033,-55.153,9.91973E-016,-27.3402,,,,114.167968876776,55.153,-27.3402,,-33.7736,-32.1843,58.0098,,,,,,
0.853,-114036,-0.0000000000000435673,7799.42,-1.18491E-033,-1.85471E-018,-1.1456E-033,-55.2448,9.91704E-016,-27.5208,,,,114.302407010248,55.2448,-27.5208,,-33.945,-32.3588,58.1256,,,,,,
0.854,-114134,-0.0000000000000429869,8309.68,-1.22391E-033,-4.0714E-019,-1.15391E-033,-55.3373,9.91435E-016,-27.7007,,,,114.436098927316,55.3373,-27.7007,,-34.1155,-32.5326,58.242,,,,,,
0.855,-114230,-0.0000000000000424051,8820.53,2.49308E-033,-1.85471E-018,-1.27572E-033,-55.4304,9.91167E-016,-27.88,,,,114.570042548133,55.4304,-27.88,,-34.2852,-32.7055,58.3591,,,,,,
0.856,-114324,-0.0000000000000418219,9331.95,1.0749E-033,-1.85471E-018,1.15644E-033,-55.5243,9.90899E-016,-28.0586,,,,114.704238225109,55.5243,-28.0586,,-34.454,-32.8776,58.4768,,,,,,
0.857,-114415,-0.0000000000000412374,9843.95,1.0482E-033,-1.85471E-018,1.13906E-033,-55.6188,9.90633E-016,-28.2366,,,,114.837692316602,55.6188,-28.2366,,-34.6219,-33.0488,58.5951,,,,,,
0.858,-114505,-0.0000000000000406516,10356.5,-3.42873E-034,-1.85471E-018,1.00416E-033,-55.7139,9.90366E-016,-28.414,,,,114.97239719711,55.7139,-28.414,,-34.7889,-33.2193,58.714,,,,,,
0.859,-114592,-0.0000000000000400645,10869.6,-1.69593E-033,-1.85471E-018,8.86572E-034,-55.8097,9.90101E-016,-28.5906,,,,115.1063624139,55.8097,-28.5906,,-34.955,-33.3889,58.8334,,,,,,
0.86,-114676,-0.000000000000039476,11383.1,3.45064E-033,-4.0714E-019,-1.67748E-033,-55.9061,9.89836E-016,-28.7667,,,,115.239576281805,55.9061,-28.7667,,-35.1203,-33.5577,58.9535,,,,,,
0.861,-114759,-0.0000000000000388864,11897.2,5.69037E-033,-4.0714E-019,-3.06611E-033,-56.0032,9.89572E-016,-28.942,,,,115.374050153577,56.0032,-28.942,,-35.2847,-33.7257,59.0741,,,,,,
0.862,-114839,-0.0000000000000382954,12411.8,-2.35885E-033,-1.85471E-018,6.68098E-034,-56.1009,9.89308E-016,-29.1167,,,,115.507786318672,56.1009,-29.1167,,-35.4482,-33.8929,59.1953,,,,,,
0.863,-114917,-0.0000000000000377032,12926.9,1.43487E-033,-1.85471E-018,5.45217E-034,-56.1993,9.89045E-016,-29.2907,,,,115.641781517797,56.1993,-29.2907,,-35.6108,-34.0592,59.3171,,,,,,
0.864,-114993,-0.0000000000000371098,13442.4,1.2496E-034,-1.85471E-018,4.20846E-034,-56.2982,9.88783E-016,-29.4641,,,,115.776025872199,56.2982,-29.4641,,-35.7725,-34.2247,59.4394,,,,,,
0.865,-115066,-0.0000000000000365152,13958.4,3.93607E-033,-4.0714E-019,-2.28464E-033,-56.3978,9.88522E-016,-29.6368,,,,115.909539238839,56.3978,-29.6368,,-35.9333,-34.3893,59.5622,,,,,,
0.866,-115138,-0.0000000000000359193,14474.7,3.31052E-033,-4.0714E-019,-1.73013E-033,-56.498,9.88261E-016,-29.8088,,,,116.044284581749,56.498,-29.8088,,-36.0932,-34.5532,59.6856,,,,,,
0.867,-115207,-0.0000000000000353223,14991.5,-2.44368E-033,-1.85471E-018,-1.17278E-033,-56.5988,9.88001E-016,-29.9801,,,,116.178302282526,56.5988,-29.9801,,-36.2522,-34.7161,59.8095,,,,,,
0.868,-115273,-0.0000000000000347242,15508.7,-3.04641E-033,-1.85471E-018,1.97581E-033,-56.7001,9.87741E-016,-30.1507,,,,116.311582848356,56.7001,-30.1507,,-36.4104,-34.8783,59.9339,,,,,,
0.869,-115338,-0.0000000000000341249,16026.3,-4.30267E-033,-1.85471E-018,4.43493E-033,-56.8021,9.87482E-016,-30.3207,,,,116.446110006689,56.8021,-30.3207,,-36.5676,-35.0396,60.0589,,,,,,
0.87,-115400,-0.0000000000000335245,16544.3,-5.00462E-033,-1.85471E-018,3.77079E-033,-56.9047,9.87224E-016,-30.4899,,,,116.579903338826,56.9047,-30.4899,,-36.7239,-35.2,60.1844,,,,,,
0.871,-115460,-0.000000000000032923,17062.6,-5.62036E-034,-1.85471E-018,5.36904E-034,-57.0078,9.86967E-016,-30.6585,,,,116.713940550219,57.0078,-30.6585,,-36.8793,-35.3596,60.3104,,,,,,
0.872,-115518,-0.0000000000000323204,17581.3,-6.27492E-033,-1.85471E-018,6.2279E-033,-57.1116,9.8671E-016,-30.8264,,,,116.848236759011,57.1116,-30.8264,,-37.0339,-35.5183,60.4368,,,,,,
