Time,Qx,Qy,Qz,Mx,My,Mz,Wx,Wy,Wz,,,,Load Mag,Wx,Wz,,Wz_1280Cvs,Wz_20CVs,Wx_20CVs,,Reference,results,from,Simo,Paper
0.371,-23.5885,-0.0000000000000453338,-49714,1.40213E-034,1.69519E-020,-9.94055E-034,-99.1609,1.06258E-015,45.5159,,,,49.7140055961832,99.1609,45.5159,,44.9301,45.08,98.5239,,,,,,
0.372,-31.9443,-0.0000000000000456253,-49848,2.95554E-035,3.78843E-019,-6.71626E-034,-99.022,1.06269E-015,45.4576,,,,49.8480102354979,99.022,45.4576,,44.8689,45.0196,98.3792,,,,,,
0.373,-41.5779,-0.0000000000000459177,-49982,2.99866E-035,3.78843E-019,-6.71652E-034,-98.8826,1.0628E-015,45.3994,,,,49.9820172934403,98.8826,45.3994,,44.808,44.9594,98.234,,,,,,
0.374,-52.4941,-0.0000000000000462107,-50116,2.51515E-035,1.69519E-020,-6.71428E-034,-98.7427,1.06291E-015,45.3414,,,,50.1160274925152,98.7427,45.3414,,44.7472,44.8993,98.0882,,,,,,
0.375,-64.6976,-0.0000000000000465045,-50250,-8.74717E-035,3.78843E-019,-3.50065E-034,-98.6022,1.06301E-015,45.2836,,,,50.2500416495295,98.6022,45.2836,,44.6865,44.8394,97.9419,,,,,,
0.376,-78.1934,-0.000000000000046799,-50383.9,-9.33481E-035,3.78843E-019,-3.49793E-034,-98.4611,1.06312E-015,45.226,,,,50.3839606761696,98.4611,45.226,,44.6259,44.7796,97.795,,,,,,
0.377,-92.9862,-0.0000000000000470943,-50517.9,-9.28704E-035,1.69519E-020,-3.49784E-034,-98.3195,1.06323E-015,45.1685,,,,50.5179855778454,98.3195,45.1685,,44.5654,44.7199,97.6475,,,,,,
0.378,-109.081,-0.0000000000000473902,-50651.9,-3.30184E-034,1.97898E-019,2.91196E-034,-98.1773,1.06333E-015,45.1112,,,,50.6520174551277,98.1773,45.1112,,44.5051,44.6604,97.4996,,,,,,
0.379,-126.482,-0.0000000000000476869,-50785.8,-3.37525E-034,1.69519E-020,2.91579E-034,-98.0347,1.06344E-015,45.054,,,,50.7859575014228,98.0347,45.054,,44.4448,44.6009,97.3511,,,,,,
0.38,-145.194,-0.0000000000000479843,-50919.8,-5.89433E-034,-5.6663E-021,9.31659E-034,-97.8914,1.06354E-015,44.997,,,,50.9200070044932,97.8914,44.997,,44.3847,44.5416,97.202,,,,,,
0.381,-165.222,-0.0000000000000482823,-51053.7,-5.88478E-034,-5.6663E-021,9.31872E-034,-97.7477,1.06365E-015,44.9401,,,,51.0539673482804,97.7477,44.9401,,44.3246,44.4823,97.0525,,,,,,
0.382,-186.57,-0.0000000000000485811,-51187.7,-5.97209E-034,-1.86612E-019,9.32399E-034,-97.6034,1.06375E-015,44.8833,,,,51.1880400059907,97.6034,44.8833,,44.2645,44.4232,96.9024,,,,,,
0.383,-209.244,-0.0000000000000488805,-51321.6,-6.05874E-034,1.75279E-019,9.32934E-034,-97.4586,1.06385E-015,44.8266,,,,51.32202655402,97.4586,44.8266,,44.2046,44.3641,96.7518,,,,,,
0.384,-233.248,-0.0000000000000491806,-51455.5,4.2149E-034,-1.86612E-019,1.57029E-033,-97.3133,1.06395E-015,44.7701,,,,51.4560286543715,97.3133,44.7701,,44.1447,44.305,96.6007,,,,,,
0.385,-258.585,-0.0000000000000494814,-51589.4,1.48392E-034,-9.10395E-019,2.2068E-033,-97.1675,1.06405E-015,44.7136,,,,51.5900480573747,97.1675,44.7136,,44.0848,44.2461,96.4491,,,,,,
0.386,-285.262,-0.0000000000000497829,-51723.2,1.5012E-034,-1.86612E-019,2.20671E-033,-97.0211,1.06416E-015,44.6572,,,,51.7239866275662,97.0211,44.6572,,44.025,44.1871,96.297,,,,,,
0.387,-313.283,-0.000000000000050085,-51857.1,1.51281E-034,-1.86612E-019,2.20663E-033,-96.8743,1.06426E-015,44.6009,,,,51.8580463057382,96.8743,44.6009,,43.9651,44.1283,96.1444,,,,,,
0.388,-342.651,-0.0000000000000503878,-51990.9,9.62108E-034,-9.10395E-019,8.59381E-032,-96.727,1.06436E-015,44.5447,,,,51.9920291248361,96.727,44.5447,,43.9054,44.0694,95.9914,,,,,,
0.389,-373.372,-0.0000000000000506912,-52124.7,-2.00048E-034,-9.10395E-019,4.92053E-033,-96.5792,1.06445E-015,44.4885,,,,52.1260372246,96.5792,44.4885,,43.8456,44.0106,95.8378,,,,,,
0.39,-405.449,-0.0000000000000509953,-52258.4,8.09759E-034,-9.10395E-019,8.87737E-032,-96.4309,1.06455E-015,44.4324,,,,52.259972822913,96.4309,44.4324,,43.7858,43.9518,95.6838,,,,,,
0.391,-438.889,-0.0000000000000512999,-52392.2,-3.67577E-034,5.37171E-019,-7.4531E-032,-96.2822,1.06465E-015,44.3763,,,,52.3940382524035,96.2822,44.3763,,43.726,43.8929,95.5293,,,,,,
0.392,-473.693,-0.0000000000000516052,-52525.9,-9.39421E-035,5.37171E-019,7.75388E-033,-96.1329,1.06475E-015,44.3203,,,,52.528035903394,96.1329,44.3203,,43.6662,43.8341,95.3743,,,,,,
0.393,-509.869,-0.0000000000000519112,-52659.5,1.74994E-035,5.37171E-019,9.50225E-033,-95.9832,1.06484E-015,44.2643,,,,52.6619683134533,95.9832,44.2643,,43.6064,43.7753,95.2189,,,,,,
0.394,-547.418,-0.0000000000000522177,-52793.2,-2.85723E-034,5.37171E-019,-7.15217E-032,-95.833,1.06494E-015,44.2084,,,,52.7960380398636,95.833,44.2084,,43.5465,43.7165,95.063,,,,,,
0.395,-586.347,-0.0000000000000525248,-52926.8,-1.80257E-036,-5.6663E-021,-1.39901E-035,-95.6824,1.06503E-015,44.1524,,,,52.9300478088241,95.6824,44.1524,,43.4866,43.6576,94.9066,,,,,,
0.396,-626.659,-0.0000000000000528325,-53060.3,-1.34804E-036,-5.6663E-021,-1.3368E-035,-95.5313,1.06512E-015,44.0965,,,,53.0640003919068,95.5313,44.0965,,43.4266,43.5987,94.7498,,,,,,
0.397,-668.359,-0.0000000000000531408,-53193.8,-1.09858E-037,1.69519E-020,-1.3824E-036,-95.3798,1.06522E-015,44.0405,,,,53.1979986671762,95.3798,44.0405,,43.3666,43.5398,94.5925,,,,,,
0.398,-711.45,-0.0000000000000534496,-53327.3,-6.42001E-037,-5.6663E-021,-5.96449E-036,-95.2278,1.06531E-015,43.9846,,,,53.3320455860499,95.2278,43.9846,,43.3066,43.4808,94.4349,,,,,,
0.399,-755.937,-0.0000000000000537591,-53460.7,1.0483E-037,-5.6663E-021,-8.96804E-036,-95.0753,1.0654E-015,43.9286,,,,53.466044226574,95.0753,43.9286,,43.2464,43.4217,94.2767,,,,,,
0.4,-801.825,-0.0000000000000540691,-53594,1.32105E-036,-5.6663E-021,-8.9839E-036,-94.9224,1.06549E-015,43.8726,,,,53.5999977549498,94.9224,43.8726,,43.1862,43.3626,94.1182,,,,,,
0.401,-849.117,-0.0000000000000543796,-53727.3,5.79065E-038,-5.6663E-021,1.05951E-036,-94.7691,1.06558E-015,43.8166,,,,53.7340093885585,94.7691,43.8166,,43.1258,43.3034,93.9592,,,,,,
0.402,-897.817,-0.0000000000000546907,-53860.5,3.67085E-036,-5.6663E-021,-1.17946E-035,-94.6154,1.06567E-015,43.7605,,,,53.8679824721094,94.6154,43.7605,,43.0654,43.2441,93.7998,,,,,,
0.403,-947.93,-0.0000000000000550023,-53993.7,5.36263E-036,-5.6663E-021,-1.22438E-035,-94.4612,1.06576E-015,43.7044,,,,54.0020204341921,94.4612,43.7044,,43.0049,43.1848,93.64,,,,,,
0.404,-999.46,-0.0000000000000553144,-54126.8,5.37485E-036,-5.6663E-021,-5.53297E-036,-94.3066,1.06585E-015,43.6483,,,,54.1360268077701,94.3066,43.6483,,42.9442,43.1253,93.4797,,,,,,
0.405,-1052.41,-0.0000000000000556271,-54259.8,8.62716E-036,-5.6663E-021,-7.11232E-036,-94.1516,1.06593E-015,43.5921,,,,54.2700051856281,94.1516,43.5921,,42.8835,43.0657,93.3191,,,,,,
0.406,-1106.79,-0.0000000000000559402,-54392.7,1.22162E-035,5.64281E-021,-4.44665E-036,-93.9962,1.06602E-015,43.5358,,,,54.4039593907842,93.9962,43.5358,,42.8226,43.0061,93.158,,,,,,
0.407,-1162.59,-0.0000000000000562539,-54525.6,-3.59765E-036,5.64281E-021,7.11188E-037,-93.8404,1.0661E-015,43.4794,,,,54.5379929119884,93.8404,43.4794,,42.7615,42.9462,92.9966,,,,,,
0.408,-1219.83,-0.000000000000056568,-54658.4,-5.18378E-037,5.64281E-021,1.92033E-037,-93.6842,1.06619E-015,43.423,,,,54.672009984899,93.6842,43.423,,42.7004,42.8863,92.8347,,,,,,
0.409,-1278.5,-0.0000000000000568826,-54791.1,7.55082E-036,5.64281E-021,9.0288E-037,-93.5275,1.06627E-015,43.3664,,,,54.8060142818286,93.5275,43.3664,,42.639,42.8262,92.6725,,,,,,
0.41,-1338.62,-0.0000000000000571977,-54923.7,-2.49275E-036,5.64281E-021,8.95026E-037,-93.3705,1.06636E-015,43.3098,,,,54.9400102402102,93.3705,43.3098,,42.5775,42.766,92.5099,,,,,,
0.411,-1400.18,-0.0000000000000575132,-55056.2,-3.03389E-036,5.64281E-021,8.62549E-037,-93.2131,1.06644E-015,43.253,,,,55.0740016929259,93.2131,43.253,,42.5158,42.7056,92.3469,,,,,,
0.412,-1463.19,-0.0000000000000578292,-55188.6,5.25662E-036,-1.17404E-023,7.79653E-037,-93.0553,1.06652E-015,43.1962,,,,55.2079930348505,93.0553,43.1962,,42.454,42.6451,92.1835,,,,,,
0.413,-1527.65,-0.0000000000000581456,-55320.9,5.25748E-036,1.4019E-021,7.73865E-037,-92.8971,1.0666E-015,43.1392,,,,55.3419885017922,92.8971,43.1392,,42.392,42.5844,92.0197,,,,,,
0.414,-1593.56,-0.0000000000000584625,-55453.1,5.25835E-036,-1.17404E-023,7.67962E-037,-92.7386,1.06668E-015,43.0821,,,,55.4759924028728,92.7386,43.0821,,42.3297,42.5235,91.8556,,,,,,
0.415,-1660.94,-0.0000000000000587798,-55585.2,6.98611E-036,-1.17404E-023,-4.72315E-036,-92.5796,1.06676E-015,43.0249,,,,55.6100097169889,92.5796,43.0249,,42.2673,42.4624,91.6911,,,,,,
0.416,-1729.78,-0.0000000000000590974,-55717.2,-9.69879E-036,-5.6663E-021,5.0009E-036,-92.4203,1.06683E-015,42.9675,,,,55.7440446567021,92.4203,42.9675,,42.2047,42.4012,91.5263,,,,,,
0.417,-1800.09,-0.0000000000000594155,-55849,7.95323E-036,-1.17403E-023,-1.99432E-036,-92.2607,1.06691E-015,42.9099,,,,55.8780021565562,92.2607,42.9099,,42.1418,42.3397,91.3611,,,,,,
0.418,-1871.87,-0.000000000000059734,-55980.7,-2.97499E-035,-1.13209E-020,-1.27064E-035,-92.1006,1.06698E-015,42.8523,,,,56.0119868402014,92.1006,42.8523,,42.0787,42.278,91.1955,,,,,,
0.419,-1945.12,-0.0000000000000600528,-56112.3,-5.14734E-035,-1.13209E-020,-1.28349E-035,-91.9403,1.06706E-015,42.7944,,,,56.1460034473016,91.9403,42.7944,,42.0154,42.2162,91.0296,,,,,,
0.42,-2019.85,-0.000000000000060372,-56243.7,-1.90154E-035,-1.17402E-023,9.22766E-036,-91.7795,1.06713E-015,42.7364,,,,56.2799572113599,91.7795,42.7364,,41.9519,42.1541,90.8633,,,,,,
0.421,-2096.06,-0.0000000000000606916,-56375,-1.90035E-035,-2.263E-020,9.25174E-036,-91.6184,1.06721E-015,42.6782,,,,56.4139529950136,91.6184,42.6782,,41.8881,42.0917,90.6968,,,,,,
0.422,-2173.76,-0.0000000000000610115,-56506.2,-1.66862E-035,-1.17401E-023,-1.64936E-035,-91.457,1.06728E-015,42.6198,,,,56.547996171196,91.457,42.6198,,41.824,42.0292,90.5298,,,,,,
0.423,-2252.95,-0.0000000000000613317,-56637.2,1.07272E-035,-2.263E-020,-5.90062E-036,-91.2952,1.06735E-015,42.5612,,,,56.6819919157972,91.2952,42.5612,,41.7597,41.9663,90.3626,,,,,,
0.424,-2333.63,-0.0000000000000616523,-56768.1,-1.70453E-035,-2.263E-020,7.91472E-037,-91.1331,1.06742E-015,42.5024,,,,56.8160453268872,91.1331,42.5024,,41.6951,41.9033,90.195,,,,,,
0.425,-2415.8,-0.0000000000000619731,-56898.7,-4.68158E-036,-1.17399E-023,-1.37895E-037,-90.9707,1.06749E-015,42.4434,,,,56.9499618202682,90.9707,42.4434,,41.6303,41.84,90.0271,,,,,,
0.426,-2499.47,-0.0000000000000622943,-57029.3,6.83091E-036,-1.17399E-023,-2.0281E-037,-90.8079,1.06756E-015,42.3842,,,,57.0840468850177,90.8079,42.3842,,41.5651,41.7764,89.8589,,,,,,
0.427,-2584.65,-0.0000000000000626157,-57159.6,4.65127E-036,-1.17399E-023,-4.1461E-036,-90.6449,1.06762E-015,42.3248,,,,57.2180066743198,90.6449,42.3248,,41.4997,41.7125,89.6904,,,,,,
0.428,-2671.33,-0.0000000000000629375,-57289.8,-1.11973E-035,-1.17399E-023,-1.19738E-035,-90.4815,1.06769E-015,42.2652,,,,57.3520460664561,90.4815,42.2652,,41.434,41.6484,89.5216,,,,,,
0.429,-2759.52,-0.0000000000000632595,-57419.7,-5.1714E-037,-1.17399E-023,-2.3691E-035,-90.3177,1.06775E-015,42.2053,,,,57.4859713210136,90.3177,42.2053,,41.3679,41.584,89.3524,,,,,,
0.43,-2849.22,-0.0000000000000635817,-57549.5,-3.45982E-036,-4.52482E-020,-3.936E-035,-90.1537,1.06782E-015,42.1452,,,,57.6199878935982,90.1537,42.1452,,41.3016,41.5192,89.183,,,,,,
0.431,-2940.43,-0.0000000000000639042,-57679.1,-1.51739E-035,-1.17398E-023,1.9888E-035,-89.9894,1.06788E-015,42.0848,,,,57.7540016396691,89.9894,42.0848,,41.2349,41.4542,89.0133,,,,,,
0.432,-3033.17,-0.0000000000000642269,-57808.5,3.5176E-035,-4.52482E-020,-3.70531E-036,-89.8247,1.06794E-015,42.0242,,,,57.8880194211108,89.8247,42.0242,,41.1679,41.3889,88.8433,,,,,,
0.433,-3127.42,-0.0000000000000645498,-57937.7,-7.44977E-036,-1.17398E-023,-3.31529E-035,-89.6598,1.068E-015,41.9633,,,,58.0220461302977,89.6598,41.9633,,41.1006,41.3233,88.673,,,,,,
0.434,-3223.2,-0.0000000000000648729,-58066.6,6.04687E-035,-1.17398E-023,1.26122E-034,-89.4946,1.06806E-015,41.9021,,,,58.1559889762009,89.4946,41.9021,,41.0329,41.2573,88.5024,,,,,,
0.435,-3320.51,-0.0000000000000651962,-58195.3,-1.53682E-035,-4.52482E-020,1.19405E-035,-89.3291,1.06812E-015,41.8407,,,,58.2899539264709,89.3291,41.8407,,40.9649,41.191,88.3316,,,,,,
0.436,-3419.34,-0.0000000000000655197,-58323.9,-8.8623E-035,-4.52482E-020,-1.08781E-034,-89.1633,1.06818E-015,41.779,,,,58.4240463956888,89.1633,41.779,,40.8965,41.1244,88.1604,,,,,,
0.437,-3519.71,-0.0000000000000658434,-58452.1,2.73905E-035,-4.52482E-020,1.50045E-035,-88.9972,1.06824E-015,41.717,,,,58.5579742895372,88.9972,41.717,,40.8278,41.0574,87.989,,,,,,
0.438,-3621.62,-0.0000000000000661672,-58580.2,-8.19266E-035,-4.52482E-020,-2.12191E-034,-88.8309,1.06829E-015,41.6547,,,,58.6920434425689,88.8309,41.6547,,40.7587,40.9901,87.8174,,,,,,
0.439,-3725.06,-0.0000000000000664912,-58707.9,-1.75873E-034,-4.52482E-020,-1.47089E-034,-88.6642,1.06835E-015,41.5921,,,,58.8259602081734,88.6642,41.5921,,40.6892,40.9224,87.6455,,,,,,
0.44,-3830.04,-0.0000000000000668152,-58835.5,-1.60897E-034,-4.52482E-020,-1.79645E-034,-88.4973,1.0684E-015,41.5292,,,,58.9600310943914,88.4973,41.5292,,40.6193,40.8544,87.4733,,,,,,
0.441,-3936.57,-0.0000000000000671394,-58962.7,-1.42815E-034,-4.52482E-020,-1.71363E-034,-88.3302,1.06846E-015,41.466,,,,59.0939639443395,88.3302,41.466,,40.5491,40.786,87.3009,,,,,,
0.442,-4044.65,-0.0000000000000674637,-59089.7,-1.23182E-034,-4.52482E-020,-1.95171E-034,-88.1628,1.06851E-015,41.4025,,,,59.2279650141088,88.1628,41.4025,,40.4785,40.7172,87.1283,,,,,,
0.443,-4154.28,-0.0000000000000677881,-59216.5,-2.16236E-034,-4.52482E-020,-1.03128E-034,-87.9951,1.06856E-015,41.3387,,,,59.3620410242808,87.9951,41.3387,,40.4074,40.648,86.9554,,,,,,
0.444,-4265.45,-0.0000000000000681126,-59342.9,-2.28879E-034,-4.52482E-020,-1.81827E-034,-87.8272,1.06861E-015,41.2745,,,,59.4959985554701,87.8272,41.2745,,40.3359,40.5785,86.7822,,,,,,
0.445,-4378.18,-0.0000000000000684371,-59469.1,-2.6874E-036,-4.52482E-020,1.77362E-036,-87.659,1.06866E-015,41.2099,,,,59.6300454043295,87.659,41.2099,,40.2641,40.5085,86.6089,,,,,,
0.446,-4492.47,-0.0000000000000687616,-59594.9,-1.87255E-034,-4.52482E-020,-3.7429E-034,-87.4906,1.0687E-015,41.1451,,,,59.7639890963689,87.4906,41.1451,,40.1918,40.4381,86.4353,,,,,,
0.447,-4608.32,-0.0000000000000690862,-59720.5,2.05858E-034,4.52247E-020,2.63077E-034,-87.322,1.06875E-015,41.0799,,,,59.8980361403644,87.322,41.0799,,40.1191,40.3674,86.2615,,,,,,
0.448,-4725.73,-0.0000000000000694108,-59845.7,5.29933E-035,-4.52482E-020,-1.6635E-035,-87.1531,1.06879E-015,41.0143,,,,60.0319942407622,87.1531,41.0143,,40.0459,40.2962,86.0875,,,,,,
0.449,-4844.7,-0.0000000000000697355,-59970.6,-2.29197E-034,-4.52482E-020,-8.42494E-035,-86.984,1.06884E-015,40.9483,,,,60.1659703025722,86.984,40.9483,,39.9723,40.2246,85.9132,,,,,,
0.45,-4965.24,-0.0000000000000700601,-60095.2,2.39206E-035,4.52247E-020,1.46948E-034,-86.8147,1.06888E-015,40.882,,,,60.2999723988129,86.8147,40.882,,39.8982,40.1526,85.7388,,,,,,
0.451,-5087.35,-0.0000000000000703846,-60219.5,2.41919E-035,4.52247E-020,1.46903E-034,-86.6452,1.06892E-015,40.8153,,,,60.434007895162,86.6452,40.8153,,39.8237,40.0801,85.5641,,,,,,
0.452,-5211.03,-0.0000000000000707092,-60343.4,-1.62611E-034,-4.52482E-020,-3.21051E-034,-86.4754,1.06896E-015,40.7483,,,,60.5679845893926,86.4754,40.7483,,39.7488,40.0072,85.3893,,,,,,
0.453,-5336.28,-0.0000000000000710337,-60467,-1.69406E-034,-4.52482E-020,-3.21938E-034,-86.3055,1.069E-015,40.6808,,,,60.7020096309702,86.3055,40.6808,,39.6733,39.9339,85.2143,,,,,,
0.454,-5463.1,-0.0000000000000713581,-60590.2,-1.70017E-034,-4.52482E-020,-3.21615E-034,-86.1353,1.06904E-015,40.613,,,,60.8359909728608,86.1353,40.613,,39.5974,39.8601,85.039,,,,,,
0.455,-5591.5,-0.0000000000000716824,-60713.1,5.03667E-035,4.52247E-020,3.7816E-035,-85.9649,1.06908E-015,40.5447,,,,60.9700367710238,85.9649,40.5447,,39.521,39.7858,84.8636,,,,,,
0.456,-5721.48,-0.0000000000000720067,-60835.5,4.0878E-035,4.52247E-020,1.24882E-034,-85.7943,1.06911E-015,40.4761,,,,61.1039556300605,85.7943,40.4761,,39.4442,39.7111,84.6881,,,,,,
0.457,-5853.04,-0.0000000000000723308,-60957.6,4.11218E-035,4.52247E-020,1.24802E-034,-85.6236,1.06915E-015,40.407,,,,61.2379545298633,85.6236,40.407,,39.3668,39.6359,84.5123,,,,,,
0.458,-5986.18,-0.0000000000000726548,-61079.4,4.13677E-035,4.52247E-020,1.2472E-034,-85.4526,1.06918E-015,40.3375,,,,61.3720413164855,85.4526,40.3375,,39.2889,39.5602,84.3364,,,,,,
0.459,-6120.91,-0.0000000000000729787,-61200.7,-7.07661E-035,-4.52482E-020,1.19415E-034,-85.2815,1.06921E-015,40.2676,,,,61.5060258813565,85.2815,40.2676,,39.2106,39.484,84.1603,,,,,,
0.46,-6257.22,-0.0000000000000733024,-61321.6,1.46691E-034,-4.52482E-020,1.4696E-034,-85.1102,1.06924E-015,40.1973,,,,61.640014833616,85.1102,40.1973,,39.1317,39.4074,83.984,,,,,,
0.461,-6395.12,-0.000000000000073626,-61442.1,1.46988E-034,-4.52482E-020,1.46663E-034,-84.9387,1.06927E-015,40.1265,,,,61.7740172906409,84.9387,40.1265,,39.0523,39.3302,83.8076,,,,,,
0.462,-6534.6,-0.0000000000000739493,-61562.2,3.10181E-035,-4.52482E-020,1.40632E-034,-84.7671,1.0693E-015,40.0553,,,,61.9080403986429,84.7671,40.0553,,38.9724,39.2526,83.6311,,,,,,
0.463,-6675.68,-0.0000000000000742725,-61681.8,3.13073E-035,-4.52482E-020,1.40568E-034,-84.5952,1.06933E-015,39.9837,,,,62.0419950896359,84.5952,39.9837,,38.8919,39.1744,83.4544,,,,,,
0.464,-6818.35,-0.0000000000000745954,-61801,-2.89825E-034,-2.26194E-019,-1.80921E-034,-84.4233,1.06935E-015,39.9116,,,,62.1759881121523,84.4233,39.9116,,38.8109,39.0958,83.2776,,,,,,
0.465,-6962.61,-0.0000000000000749181,-61919.8,2.35833E-035,-2.26194E-019,-1.49384E-034,-84.2511,1.06938E-015,39.839,,,,62.3100278450596,84.2511,39.839,,38.7294,39.0166,83.1006,,,,,,
0.466,-7108.46,-0.0000000000000752405,-62038.1,-1.02705E-034,-2.26194E-019,6.00046E-035,-84.0789,1.0694E-015,39.766,,,,62.4440233743919,84.0789,39.766,,38.6473,38.9369,82.9235,,,,,,
0.467,-7255.91,-0.0000000000000755627,-62155.9,5.26202E-035,-4.52482E-020,2.76958E-035,-83.9064,1.06943E-015,39.6925,,,,62.57798442534,83.9064,39.6925,,38.5647,38.8566,82.7463,,,,,,
0.468,-7404.96,-0.0000000000000758846,-62273.3,3.09701E-035,-2.26194E-019,2.7162E-035,-83.7339,1.06945E-015,39.6185,,,,62.7120189875242,83.7339,39.6185,,38.4815,38.7759,82.569,,,,,,
0.469,-7555.6,-0.0000000000000762063,-62390.2,1.36621E-034,-4.52482E-020,-2.4419E-035,-83.5612,1.06947E-015,39.5441,,,,62.8460352560128,83.5612,39.5441,,38.3978,38.6946,82.3915,,,,,,
0.47,-7707.85,-0.0000000000000765275,-62506.6,-1.84857E-034,-2.26194E-019,-6.67565E-034,-83.3883,1.06948E-015,39.4692,,,,62.9800444202963,83.3883,39.4692,,38.3135,38.6127,82.2139,,,,,,
0.471,-7861.69,-0.0000000000000768485,-62622.4,-1.86319E-034,-2.26194E-019,-6.67156E-034,-83.2154,1.0695E-015,39.3938,,,,63.1139536981807,83.2154,39.3938,,38.2286,38.5303,82.0363,,,,,,
0.472,-8017.13,-0.0000000000000771691,-62737.8,-3.63943E-034,-2.26194E-019,-7.83045E-034,-83.0423,1.06952E-015,39.3179,,,,63.2479716850817,83.0423,39.3179,,38.1431,38.4473,81.8585,,,,,,
0.473,-8174.17,-0.0000000000000774894,-62852.7,-3.65687E-034,-2.26194E-019,-7.82231E-034,-82.8691,1.06953E-015,39.2415,,,,63.3820081133353,82.8691,39.2415,,38.0571,38.3638,81.6807,,,,,,
0.474,-8332.82,-0.0000000000000778093,-62967,3.43434E-036,-4.52482E-020,2.88495E-034,-82.6957,1.06955E-015,39.1645,,,,63.5159741966728,82.6957,39.1645,,37.9704,38.2797,81.5027,,,,,,
0.475,-8493.06,-0.0000000000000781288,-63080.8,-5.84009E-035,-4.52482E-020,1.9357E-035,-82.5223,1.06956E-015,39.0871,,,,63.6499756229616,82.5223,39.0871,,37.8832,38.195,81.3247,,,,,,
0.476,-8654.91,-0.0000000000000784479,-63194.1,-5.83568E-035,-4.52482E-020,1.94901E-035,-82.3488,1.06957E-015,39.0092,,,,63.7840241903731,82.3488,39.0092,,37.7954,38.1097,81.1466,,,,,,
0.477,-8818.37,-0.0000000000000787665,-63306.8,-5.8312E-035,-4.52482E-020,1.96241E-035,-82.1752,1.06958E-015,38.9307,,,,63.918030129979,82.1752,38.9307,,37.7069,38.0239,80.9684,,,,,,
0.478,-8983.43,-0.0000000000000790847,-63418.9,1.17937E-035,-2.26194E-019,-1.27701E-034,-82.0014,1.06959E-015,38.8518,,,,64.0520014658004,82.0014,38.8518,,37.6179,37.9375,80.7902,,,,,,
0.479,-9150.09,-0.0000000000000794025,-63530.5,-1.53841E-035,-2.26194E-019,-2.89306E-034,-81.8276,1.06959E-015,38.7723,,,,64.1860465931506,81.8276,38.7723,,37.5282,37.8505,80.6119,,,,,,
0.48,-9318.35,-0.0000000000000797197,-63641.4,-2.34614E-035,-4.52482E-020,7.68687E-035,-81.6538,1.0696E-015,38.6922,,,,64.3199769953511,81.6538,38.6922,,37.4379,37.7628,80.4335,,,,,,
0.481,-9488.23,-0.0000000000000800365,-63751.8,2.92249E-034,-2.26194E-019,-1.00798E-034,-81.4798,1.0696E-015,38.6117,,,,64.4540030701965,81.4798,38.6117,,37.347,37.6746,80.2551,,,,,,
0.482,-9659.7,-0.0000000000000803528,-63861.6,-6.0478E-035,-2.26194E-019,-2.89364E-034,-81.3057,1.06961E-015,38.5305,,,,64.5880310789081,81.3057,38.5305,,37.2554,37.5858,80.0766,,,,,,
0.483,-9832.78,-0.0000000000000806685,-63970.7,1.83198E-034,-2.26194E-019,2.03566E-034,-81.1316,1.06961E-015,38.4489,,,,64.7219747923254,81.1316,38.4489,,37.1632,37.4963,79.8981,,,,,,
0.484,-10007.5,-0.0000000000000809837,-64079.3,-1.98832E-034,-2.26194E-019,9.18487E-035,-80.9575,1.06961E-015,38.3666,,,,64.8560463236852,80.9575,38.3666,,37.0704,37.4063,79.7196,,,,,,
0.485,-10183.8,-0.0000000000000812983,-64187.2,1.62764E-034,-2.26194E-019,-1.15792E-034,-80.7832,1.06961E-015,38.2839,,,,64.990048671162,80.7832,38.2839,,36.9769,37.3156,79.541,,,,,,
0.486,-10361.7,-0.0000000000000816124,-64294.4,-1.42607E-034,-4.52482E-020,3.08489E-034,-80.6089,1.0696E-015,38.2005,,,,65.123994796465,80.6089,38.2005,,36.8828,37.2243,79.3625,,,,,,
0.487,-10541.2,-0.0000000000000819258,-64401,-7.84698E-034,-2.26194E-019,-3.3401E-034,-80.4346,1.0696E-015,38.1166,,,,65.2579933681691,80.4346,38.1166,,36.788,37.1323,79.1839,,,,,,
0.488,-10722.3,-0.0000000000000822386,-64507,-1.42672E-034,-4.52482E-020,3.1078E-034,-80.2602,1.06959E-015,38.0321,,,,65.3920543054735,80.2602,38.0321,,36.6926,37.0397,79.0052,,,,,,
0.489,-10905,-0.0000000000000825508,-64612.2,-7.84746E-034,-2.26194E-019,-9.74563E-034,-80.0858,1.06959E-015,37.9471,,,,65.5259903690131,80.0858,37.9471,,36.5965,36.9465,78.8266,,,,,,
0.49,-11089.3,-0.0000000000000828624,-64716.8,-1.44335E-034,-4.52482E-020,3.13102E-034,-79.9114,1.06958E-015,37.8614,,,,65.6600089607822,79.9114,37.8614,,36.4997,36.8526,78.648,,,,,,
0.491,-11275.2,-0.0000000000000831733,-64820.7,-2.97385E-034,-2.26194E-019,3.01634E-034,-79.7369,1.06957E-015,37.7752,,,,65.7940216397356,79.7369,37.7752,,36.4022,36.7581,78.4694,,,,,,
